X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,3.533,100.000,0.0,1.0e-06,0.620
0.000,0.000,0.000,6.094,2490.302,0.1,6.5e-04,0.907
0.000,0.000,0.000,4.993,2309.659,0.1,6.0e-04,0.872
0.000,0.000,0.000,9.392,1457.987,0.6,1.0e-06,0.309
0.000,0.000,0.000,0.000,675.780,0.0,1.0e-06,0.107
