X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.590,100.000,0.0,1.0e-06,0.214
0.000,0.000,0.000,5.010,2507.882,0.1,6.1e-04,0.877
0.000,0.000,0.000,4.250,2306.988,0.2,5.7e-04,0.842
0.000,0.000,0.000,7.625,1739.483,0.4,1.0e-06,0.211
0.000,0.000,0.000,0.000,529.560,0.0,1.0e-06,0.102
