,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,9.955338730196628e-06,-1.8524986867507363e-07,-1.345156235206658e-07,-2.840451616969562e-07,-1.1049927231535397e-09,-1.5467897749657346e-09,-6.718205965013475e-09,-0.0013111985619190354,6.689091896564509e-06,9.834132349276405e-06,0.0001068300603757868,-1.9649491940832622,2.0092663241403286e-05,1.6548944241922764e-05,0.0641348640855319,-2.489247020757294e-06,-8.093584233975759e-07,-1.703273342867615e-06,-1.0589404653834803e-05
dB/dt tg02,4.437021323552435e-06,-9.457230405096127e-08,-6.969307059465251e-08,-1.1607159771815343e-07,-5.408123144146849e-10,-8.002106767661536e-10,-4.304326944736152e-09,-0.0008307084482761874,3.2218976075372683e-06,5.052089893088178e-06,6.572628287929581e-05,-1.6076346854819623,1.718320125990793e-05,1.5461327277800584e-05,0.040908293478986356,8.251698207176106e-07,-3.423322819499484e-07,-8.352865077095461e-07,-6.790721797600015e-06
dB/dt tg03,2.199919986571213e-06,-5.280910660868553e-08,-3.9368842754241126e-08,-5.1302427837729235e-08,-2.9538911925789e-10,-4.559860291783017e-10,-2.921110367449005e-09,-0.0005623533543545647,1.7209268209382552e-06,2.8515445730684732e-06,4.30113618206722e-05,-1.274503336747388,1.4953319671096865e-05,1.4099648794445907e-05,0.027624761159609112,2.0265453563473926e-06,-1.4792398908290868e-07,-4.4260257817003365e-07,-4.611274364925987e-06
dB/dt tg04,1.0062965759050132e-06,-2.6719233268862906e-08,-2.0131016538081586e-08,-1.9605106890447962e-08,-1.5049904188869716e-10,-2.39101756945158e-10,-1.8253135265312727e-09,-0.00035344989391983104,8.424815438382098e-07,1.4699316138092467e-06,2.5698804526052712e-05,-0.9158724661840788,1.2621908223806805e-05,1.2315504878628266e-05,0.017133532217758856,2.390632293485908e-06,-4.210161523293404e-08,-2.028720747685451e-07,-2.882681116467355e-06
dB/dt tg05,3.764645896095054e-07,-1.18355603639363e-08,-9.113447800606139e-09,-4.284326029361106e-09,-6.789601550344372e-11,-1.1228708544029756e-10,-1.058800900373109e-09,-0.00020746187073001634,3.482559543208549e-07,6.669389101305778e-07,1.4077945870976743e-05,-0.6091310148861319,1.0420683918556191e-05,1.0397037935243257e-05,0.009832858575259172,2.1956138527779816e-06,1.0925608921540404e-08,-6.93981549461263e-08,-1.67236006913906e-06
dB/dt tg06,1.5427304494419747e-07,-5.864441766118489e-09,-4.659911642404332e-09,2.1722310888942235e-10,-3.490044733966943e-11,-5.978667549527749e-11,-6.718461351340176e-10,-0.00013346320857103794,1.5548392675187588e-07,3.379073369864787e-07,8.473967636908134e-06,-0.42572467093989685,8.918810238326666e-06,8.979633063178337e-06,0.006171911030130858,1.8455526715564559e-06,2.7026196314148403e-08,-1.8712415826711144e-08,-1.0608694459012692e-06
dB/dt tg07,7.220565155892654e-08,-3.214874295938268e-09,-2.6618087808921845e-09,1.3099967654540268e-09,-2.0328800839877054e-11,-3.559054661247448e-11,-4.5720949751101603e-10,-9.211698988668886e-05,7.341894329136173e-08,1.8848669356337938e-07,5.496540177547315e-06,-0.31050948160899244,7.840017557015211e-06,7.915670649328064e-06,0.004155573048523052,1.5221048085290543e-06,3.082620550728177e-08,1.7446854389813135e-09,-7.215189296367954e-07
dB/dt tg08,2.295103122842504e-08,-1.4540811552128852e-09,-1.3252923334483304e-09,1.6209058834235963e-09,-1.0269292976073487e-11,-1.8667651071043525e-11,-2.856600640150773e-10,-5.864284041446319e-05,1.9421660283256554e-08,8.603906535827875e-08,3.2152855566014443e-06,-0.20955762605315503,6.729971651430476e-06,6.790051343369059e-06,0.0025571230265231276,1.1636045334510516e-06,3.065835601627386e-08,1.3499355136756847e-08,-4.50254627064477e-07
dB/dt tg09,5.754416666437374e-10,-5.052104936260209e-10,-5.935601256757569e-10,1.4211661487718587e-09,-4.443477010421478e-12,-8.694928559825143e-12,-1.6636068646733614e-10,-3.493573800033087e-05,-8.918132854867147e-09,2.7944372272733103e-08,1.716853317901006e-06,-0.13198389391139223,5.677649095873863e-06,5.698778248762701e-06,0.0014585707395268377,8.246298380718888e-07,2.7528157329710222e-08,1.767531050794281e-08,-2.616471669605795e-07
dB/dt tg10,-4.5804682217098174e-09,-1.5837574949589715e-10,-3.1430636463165147e-10,1.1025256170346622e-09,-2.1027526003908808e-12,-4.526273239357729e-12,-1.0624419166433107e-10,-2.2755319526551026e-05,-1.8166981879002496e-08,5.268077674505362e-09,1.0088531322756582e-06,-0.08923744071503645,4.951132438930614e-06,4.934791104109179e-06,0.000912737627391149,6.062644790973935e-07,2.4090683920438882e-08,1.7523354674782065e-08,-1.6667017241243377e-07
