,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,5.399063576388902e-07,-1.601196386715912e-07,-1.5009497579563532e-07,7.939226331334156e-10,-3.772118489911321e-10,-5.300557314207649e-10,-6.7256131641780015e-09,-0.0006101772814943112,2.4893279337287e-06,3.896589175110803e-06,8.527804355150933e-05,-1.1006254541904035,2.0942670016978382e-05,1.3813357463794843e-05,0.057005184497807344,3.578296709093578e-08,-1.3167017196969745e-07,-5.055266564573168e-07,-8.84874462804073e-06
dB/dt tg02,-1.2217130787060793e-07,-8.783324005719352e-08,-7.4981716319328e-08,6.399217679611841e-09,-1.935386213339058e-10,-3.000520130597908e-10,-4.197682946967053e-09,-0.0003848877598692406,1.2210170419399174e-06,2.1738868945393073e-06,5.070074161381046e-05,-0.8419072657889334,1.7498051366204368e-05,1.1859162617455918e-05,0.03536335765199909,1.009598461944932e-06,-1.545028916517227e-08,-2.5948423337378187e-07,-5.528454397250735e-06
dB/dt tg03,-3.5853787407571415e-07,-4.828936345347351e-08,-4.515775196337807e-08,7.738207711784089e-09,-1.1156977255329649e-10,-1.6613038512376665e-10,-2.835337456937278e-09,-0.00026076146847321403,6.606689799926555e-07,1.1827047625524663e-06,3.2941179003988913e-05,-0.6479927203830087,1.5079798707138255e-05,1.0367481225256776e-05,0.023716351736464386,1.317880288728934e-06,2.82384188988619e-08,-1.1942709205126912e-07,-3.7364881262798373e-06
dB/dt tg04,-3.836899454894033e-07,-2.2943953361507635e-08,-2.6173599467327375e-08,6.8175465772069965e-09,-6.025235573952632e-11,-7.929429076097697e-11,-1.7846805308651459e-09,-0.0001646005104203908,3.180991607458702e-07,5.442692241306491e-07,1.980817945237439e-05,-0.45834663144028703,1.2686743425562469e-05,8.801792299104915e-06,0.01477752014696135,1.3301002958256433e-06,4.7402139836347095e-08,-3.3465519462002076e-08,-2.3525087165863782e-06
dB/dt tg05,-2.648450456740443e-07,-1.2527743457896231e-08,-1.0861044587191705e-08,4.579200217688951e-09,-2.8321690170716225e-11,-4.728825605104363e-11,-1.0309993884033686e-09,-9.679214828736293e-05,1.1366462912013276e-07,3.0938979250433266e-07,1.0625155649595772e-05,-0.3013793972066364,1.0495208908355374e-05,7.306304924476628e-06,0.008424813299544708,1.137943964430868e-06,5.286483634842679e-08,-8.901325587260667e-09,-1.3587313097790801e-06
dB/dt tg06,-1.9294219768196188e-07,-7.189345974062214e-09,-5.2731499061452895e-09,3.260175454677569e-09,-1.5044206385368137e-11,-2.894822657509282e-11,-6.572130951743927e-10,-6.240206218534942e-05,3.332000356725315e-08,1.7804224336512992e-07,6.337952787974837e-06,-0.20952105980966443,9.026771736913318e-06,6.273835865157005e-06,0.00529802534548776,9.312812746084291e-07,5.023012359461047e-08,3.949136384883377e-09,-8.655020014143142e-07
dB/dt tg07,-1.5630623109055694e-07,-3.6172103307806436e-09,-3.627968586392565e-09,2.5350750211781315e-09,-9.088659746810832e-12,-1.5220190165238772e-11,-4.549331345144604e-10,-4.322381787141519e-05,2.8795144820934797e-10,8.123584888095767e-08,4.175761040460751e-06,-0.15251996545919727,7.980936645228025e-06,5.525050393812653e-06,0.003618705957809739,7.598378424308518e-07,4.57109304024997e-08,1.386643650751636e-08,-5.984783957118909e-07
dB/dt tg08,-1.1520240679521185e-07,-1.3626935001855125e-09,-2.2755506754469156e-09,1.8093801750414898e-09,-4.75866226145085e-12,-6.399094201988523e-12,-2.901827713907542e-10,-2.7615550294019207e-05,-2.0825673641447022e-08,2.0711087029084084e-08,2.485783209285913e-06,-0.10273891063590855,6.907794748576386e-06,4.747440579974264e-06,0.0022657520117487172,5.757993355385653e-07,3.979916609330749e-08,1.8157809555076233e-08,-3.810316224588247e-07
dB/dt tg09,-7.180056107135754e-08,-6.184705432985873e-10,-9.863574554609297e-10,1.1291940867723114e-09,-1.998160555187231e-12,-3.5336060400319607e-12,-1.7110219308111747e-10,-1.6472968523297357e-05,-3.1107572831568394e-08,3.5881513285621882e-09,1.3140622236212054e-06,-0.06457741591217446,5.890659272389235e-06,4.003117635327717e-06,0.0013029504675486632,4.0481390921739156e-07,3.331605775364323e-08,1.6129682609269374e-08,-2.239669121513173e-07
dB/dt tg10,-4.4669701197768915e-08,-5.07434927855626e-10,-2.8870632187954075e-10,7.217430126051005e-10,-7.875265991094696e-13,-3.0728540436066654e-12,-1.0951185609069824e-10,-1.0722299930242858e-05,-3.332394532865255e-08,2.998129067970649e-09,7.432512069062815e-07,-0.043606178892627606,5.186918104717915e-06,3.4850845007766763e-06,0.0008134915219751901,2.9597851183398613e-07,2.8436524764925973e-08,1.3113516154848034e-08,-1.4283011628840883e-07
