,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,5.893186864953862e-07,-1.7807283488054524e-07,-1.6695578016100998e-07,-5.438255533098677e-11,-3.8187052184075866e-10,-5.395899031576214e-10,-7.325039135885127e-09,-0.0006099600708049368,2.5279359152868366e-06,3.961044215209695e-06,8.975703557379229e-05,-0.8855911335367008,2.083743764661322e-05,1.3784478246097384e-05,0.05947761845941457,-1.3983571134675921e-07,-1.3562824799703856e-07,-5.166590467385914e-07,-9.320141288637174e-06
dB/dt tg02,-1.1223468749401099e-07,-9.777585392628881e-08,-8.353808554792112e-08,6.180056020792878e-09,-1.9706429103050887e-10,-3.063675989293332e-10,-4.581156512370582e-09,-0.0003882935867869539,1.2486488084805042e-06,2.217012700474046e-06,5.352361026257936e-05,-0.6849446057136529,1.7410381580643223e-05,1.1844782383155557e-05,0.03697962523807508,7.625791988985006e-07,-1.8567586723032365e-08,-2.667464817912088e-07,-5.834974551462757e-06
dB/dt tg03,-3.6814706698252674e-07,-5.4191670446561984e-08,-5.06522408315023e-08,7.823949150164815e-09,-1.135695924773499e-10,-1.699505273062047e-10,-3.099167676571164e-09,-0.00026537257883984237,6.763866618345116e-07,1.2090882253097103e-06,3.485748430701188e-05,-0.5329100462150338,1.5004009711790248e-05,1.0360909211940751e-05,0.024843756028611694,1.0740058192833444e-06,2.634561030064641e-08,-1.237550678839356e-07,-3.949852322305644e-06
dB/dt tg04,-4.03282125685969e-07,-2.6143028529195312e-08,-2.9616909999498696e-08,7.064628047064789e-09,-6.111333464296783e-11,-8.126983743983217e-11,-1.9538078050238583e-09,-0.00016934279926199974,3.250748885159928e-07,5.581013107167523e-07,2.1013705383358508e-05,-0.3825186742795277,1.2622279566384215e-05,8.800866370856194e-06,0.015508409818729753,1.1264897030550192e-06,4.645018550236642e-08,-3.564239908415638e-08,-2.4908158829324526e-06
dB/dt tg05,-2.847339999366073e-07,-1.4187381650436945e-08,-1.2293772437663352e-08,4.84893199831816e-09,-2.9066400429211023e-11,-4.8595524207495284e-11,-1.1308992746101356e-09,-0.00010090266543004116,1.1924738026643788e-07,3.184725656576904e-07,1.1314999552803371e-05,-0.2560959358247646,1.044071357293998e-05,7.308681875566637e-06,0.00886204461322552,9.915797556389266e-07,5.204047033239244e-08,-1.0300852071971073e-08,-1.4414824150980453e-06
dB/dt tg06,-2.1076640559775195e-07,-8.142104674573568e-09,-5.985764221776973e-09,3.507523850212332e-09,-1.5574604060141332e-11,-2.9801302686587805e-11,-7.219531924208161e-10,-6.58051733837532e-05,3.719060367247729e-08,1.8394868741105718e-07,6.771938424634112e-06,-0.1809130828336396,8.978758209880156e-06,6.27732112709275e-06,0.005583305237572054,8.28783276741065e-07,4.960708973142185e-08,3.065258847582325e-09,-9.196119727839544e-07
dB/dt tg07,-1.7200279238943012e-07,-4.193389735707644e-09,-4.164370203385519e-09,2.7542026142676685e-09,-9.353628791831418e-12,-1.5703066818874166e-11,-5.002193663828414e-10,-4.6031408268283005e-05,2.235703830793871e-09,8.460242574428236e-08,4.472040078373147e-06,-0.13357878832508463,7.937456249795989e-06,5.528766644143725e-06,0.0038185294770503877,6.882206298021045e-07,4.53245695625786e-08,1.3397819838270873e-08,-6.365295019014318e-07
dB/dt tg08,-1.2788564705391312e-07,-1.6715713278285576e-09,-2.6425693888301125e-09,1.9873910053928297e-09,-4.859945463411644e-12,-6.633092918400175e-12,-3.194200260440995e-10,-2.977181229673184e-05,-2.0071561326204023e-08,2.235744940371685e-08,2.670647111894215e-06,-0.09159112440302421,6.8689178157523765e-06,4.750948964686716e-06,0.002394723166363428,5.324433542813617e-07,3.95692458821535e-08,1.7962137340860818e-08,-4.057369850075592e-07
dB/dt tg09,-8.104921609350458e-08,-7.771028688593428e-10,-1.1556418264327987e-09,1.2600775297332634e-09,-2.0718128741880817e-12,-3.6738916341939166e-12,-1.8860054920595745e-10,-1.801162751647083e-05,-3.058529138078421e-08,4.561219987354301e-09,1.4192483556446385e-06,-0.058769937445476816,5.856150312326213e-06,4.006040102205292e-06,0.0013800330837734317,3.8307570062270763e-07,3.313253848413235e-08,1.602769583101741e-08,-2.388474851899784e-07
dB/dt tg10,-5.153008534693549e-08,-6.039217944087712e-10,-3.417070830136677e-10,8.195756601301181e-10,-8.70235168963242e-13,-3.188501790717885e-12,-1.2085994155659877e-10,-1.1861075508198493e-05,-3.275523923744419e-08,3.782237348566694e-09,8.079481580554215e-07,-0.040373348716458486,5.155476513435952e-06,3.4874093174564225e-06,0.0008633572557485138,2.853975100212047e-07,2.8262844023418135e-08,1.3029463121620869e-08,-1.525293945505432e-07
