X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.271,100.000,0.0,1.0e-06,0.586
0.000,0.000,0.000,5.878,2909.384,0.1,6.4e-04,0.907
0.000,0.000,0.000,8.334,2943.990,0.1,5.9e-04,0.876
0.000,0.000,0.000,0.000,1484.437,0.0,1.0e-06,0.114
