,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,4.697802485604207e-07,-1.3436676331964134e-07,-1.2585166997374492e-07,2.0272149722783206e-09,-3.675098280703537e-10,-5.12399586097674e-10,-5.854475102721678e-09,-0.0006102523243656998,2.4188139250702326e-06,3.7772938261390753e-06,7.863028744615093e-05,-1.441840234239456,2.0450800396773577e-05,1.349666390881494e-05,0.05319004643050363,3.3937156837977524e-07,-1.2462268297990619e-07,-4.823150422143313e-07,-8.160083620716735e-06
dB/dt tg02,-1.3295053329654688e-07,-7.321633379280724e-08,-6.225690920276121e-08,6.6812463663610844e-09,-1.870559329007903e-10,-2.887458513181187e-10,-3.6420384408034534e-09,-0.00037946842145821256,1.1754370887684284e-06,2.0972215693943453e-06,4.652565210562474e-05,-1.0853265138229067,1.709107719104418e-05,1.1577484879015136e-05,0.03287987852919406,1.4104524451406592e-06,-1.1669548268799635e-08,-2.4552900294929744e-07,-5.0813969535673465e-06
dB/dt tg03,-3.415718910365809e-07,-3.9870636083043775e-08,-3.728816009231863e-08,7.576542813053554e-09,-1.078059363542866e-10,-1.5936946683314885e-10,-2.45415659350727e-09,-0.00025362454551921073,6.349233643066693e-07,1.1367323813305429e-06,3.012032294489628e-05,-0.8218649537727779,1.4732413207217271e-05,1.011564129863908e-05,0.02199159333791224,1.699888132851578e-06,2.970418611052839e-08,-1.1172674021569122e-07,-3.426062601920302e-06
dB/dt tg04,-3.5344402645161516e-07,-1.8652295094091876e-08,-2.153838946112634e-08,6.4325178473299724e-09,-5.846064893290218e-11,-7.582001425553757e-11,-1.5410778199815543e-09,-0.00015742058040759213,3.065093851674641e-07,5.20685381462157e-07,1.804354028057691e-05,-0.5683508398197231,1.239843790900814e-05,8.584000984702618e-06,0.01366472105158572,1.6349047129809621e-06,4.737195641643983e-08,-3.0086955748676916e-08,-2.151852591705734e-06
dB/dt tg05,-2.3490651487218992e-07,-1.0122798351297408e-08,-8.756413269791028e-09,4.172841052656397e-09,-2.7068125517815852e-11,-4.5060600436582297e-11,-8.874336845632722e-10,-9.070156080976447e-05,1.0603508584730662e-07,2.945212464876375e-07,9.618210715575893e-06,-0.36344512256427147,1.0261208821647601e-05,7.123501232107952e-06,0.007761294719735724,1.3438734780254924e-06,5.2589224457260295e-08,-6.991088954614168e-09,-1.238779783696916e-06
dB/dt tg06,-1.667672295473731e-07,-5.75572330915928e-09,-4.158891877234707e-09,2.896936841519125e-09,-1.4218510629796658e-11,-2.7520067269868785e-11,-5.643559178158953e-10,-5.745608605389638e-05,2.8645501521742716e-08,1.6867915519098264e-07,5.706540823704228e-06,-0.2465267389861777,8.82923478251209e-06,6.116441183296583e-06,0.004866400931053602,1.0666896038480237e-06,4.979089590373824e-08,4.959295020343952e-09,-7.871577709893232e-07
dB/dt tg07,-1.338502784657347e-07,-2.8109526462012546e-09,-2.8683718465784032e-09,2.220723019189578e-09,-8.659386521096642e-12,-1.4418992132286154e-11,-3.90109056549539e-10,-3.9214731885515606e-05,-1.7218995885147576e-09,7.612114941120874e-08,3.7468124747034892e-06,-0.17561379387455905,7.809370019194075e-06,5.386678569335127e-06,0.0033174115617279646,8.48280272728947e-07,4.5103511208190485e-08,1.4168253100828932e-08,-5.435010181236005e-07
dB/dt tg08,-9.754262461463265e-08,-9.763896711137962e-10,-1.8033564742711213e-09,1.5603474418041492e-09,-4.5831052729039465e-12,-6.018200548190608e-12,-2.4842489703696777e-10,-2.4602080654908034e-05,-2.1189350281808528e-08,1.8435535702726046e-08,2.219734906212343e-06,-0.11516466649924799,6.762831821390795e-06,4.629317800916864e-06,0.0020720660260368723,6.236080802158485e-07,3.915050176854657e-08,1.8037674031945835e-08,-3.4541888602193166e-07
dB/dt tg09,-5.924253808486219e-08,-4.114159489488853e-10,-7.594585391663988e-10,9.5069065041807e-10,-1.8929385315068872e-12,-3.3126211923578427e-12,-1.4615335460673446e-10,-1.4374818813010782e-05,-3.110673868366563e-08,2.3868369733020388e-09,1.1633953157856235e-06,-0.07019841812140262,5.770823806237631e-06,3.9048136636957e-06,0.0011875696824996055,4.238289375737146e-07,3.2768728673114173e-08,1.5932101475204445e-08,-2.0254118538065083e-07
dB/dt tg10,-3.5529829292206954e-08,-3.551106972802579e-10,-1.9129386418332613e-10,5.909757333373701e-10,-6.878156338660448e-13,-2.893967777118485e-12,-9.334552485445686e-11,-9.200624763073954e-06,-3.338034895670457e-08,2.0661875586148296e-09,6.508010173814741e-07,-0.04621945691091343,5.084368687801546e-06,3.4007809573909036e-06,0.0007389862856157261,3.0152439373529524e-07,2.799433709868847e-08,1.2952744094258478e-08,-1.28863513580038e-07
