X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.507,100.000,0.0,1.0e-06,0.178
0.000,0.000,0.000,4.406,2438.429,0.1,5.9e-04,0.867
0.000,0.000,0.000,3.869,2265.213,0.2,5.6e-04,0.834
0.000,0.000,0.000,7.563,1401.658,0.6,1.0e-06,0.310
0.000,0.000,0.000,0.000,438.249,0.0,1.0e-06,0.099
