time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.064871667e-06,4.550088889e-04,4.227555556e-07,3.640071111e-05,2.469157791e+03,6.776000000e+01
6.070000e-06,1.571644553e-06,1.708333333e-04,2.478222222e-07,1.366666667e-05,2.194186037e+03,9.636000000e+01
7.080000e-06,4.565005725e-07,6.335866667e-05,1.461604444e-07,5.068693333e-06,3.870863346e+03,1.444800000e+02
8.520000e-06,-2.396163138e-07,1.393453333e-05,7.361777778e-08,1.114762667e-06,-4.369320545e+03,2.912500000e+02
1.053000e-05,8.740878766e-08,-1.957066667e-07,4.136444444e-08,1.565653333e-08,6.012754475e+03,-3.514190000e+03
1.255000e-05,8.447613341e-08,-1.193920000e-06,3.505955556e-08,9.551360000e-08,4.591225164e+03,-7.858300000e+02
1.456000e-05,-8.172815266e-08,-6.053422222e-07,3.722800000e-08,4.842737778e-08,-3.664156997e+03,-9.647200000e+02
1.744000e-05,-1.559038670e-07,-1.232004444e-07,2.793466667e-08,9.856035556e-09,-1.763364503e+03,-2.063180000e+03
2.146000e-05,-9.616728791e-08,2.070044444e-07,3.190711111e-08,3.190711111e-08,-1.722224296e+03,1.032540000e+03
2.549000e-05,-3.063739617e-08,2.826266667e-07,3.052222222e-08,3.052222222e-08,-2.771446669e+03,6.302900000e+02
2.950000e-05,-3.017359584e-08,3.161555556e-07,3.318266667e-08,3.318266667e-08,-2.194670945e+03,4.582400000e+02
3.528000e-05,-5.845873952e-08,2.736977778e-07,2.982977778e-08,2.982977778e-08,-1.048037674e+03,3.745800000e+02
4.330000e-05,-4.462806575e-08,2.359777778e-07,2.757022222e-08,2.757022222e-08,-8.918098879e+02,2.938000000e+02
5.140000e-05,-2.295798687e-08,2.029955556e-07,3.046755556e-08,3.046755556e-08,-1.043749834e+03,2.440600000e+02
5.941000e-05,-1.565336039e-08,1.282662222e-07,2.864533333e-08,2.864533333e-08,-1.058408153e+03,2.604200000e+02
7.095000e-05,-1.494124288e-08,9.550266667e-08,2.334266667e-08,2.334266667e-08,-8.121676186e+02,2.357800000e+02
8.707000e-05,-1.526710350e-08,8.558977778e-08,2.310577778e-08,2.310577778e-08,-5.691221380e+02,1.803400000e+02
