X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.751,100.000,0.0,1.0e-06,0.587
0.000,0.000,0.000,5.764,2625.327,0.1,6.5e-04,0.907
0.000,0.000,0.000,4.669,2438.395,0.1,6.0e-04,0.872
0.000,0.000,0.000,8.918,1396.522,0.5,1.0e-06,0.302
0.000,0.000,0.000,0.000,554.761,0.0,1.0e-06,0.103
