time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.502339405e-06,5.423600000e-04,2.470000000e-07,7.593040000e-05,1.420275408e+03,5.830000000e+01
6.070000e-06,2.363455679e-06,2.111200000e-04,1.690866667e-07,2.955680000e-05,1.616833107e+03,8.093000000e+01
7.080000e-06,1.544175452e-06,8.216000000e-05,1.030640000e-07,1.150240000e-05,1.661466011e+03,1.175200000e+02
8.520000e-06,9.755406932e-07,2.137200000e-05,5.655866667e-08,2.992080000e-06,1.657480403e+03,2.118500000e+02
1.053000e-05,4.228905461e-07,1.721546667e-06,4.229333333e-08,2.410165333e-07,2.033037474e+03,7.975000000e+02
1.255000e-05,2.066261384e-07,-5.633333333e-07,3.667733333e-08,7.886666667e-08,2.446141661e+03,-1.254170000e+03
1.456000e-05,1.380540975e-07,-4.329866667e-07,4.012666667e-08,6.061813333e-08,2.498673405e+03,-1.166540000e+03
1.744000e-05,7.732409746e-08,-9.569733333e-08,2.142400000e-08,1.339762667e-08,2.722015619e+03,-2.361620000e+03
2.146000e-05,1.927774542e-08,1.549946667e-07,1.981200000e-08,2.169925333e-08,4.863224263e+03,1.211380000e+03
2.549000e-05,-1.106406962e-08,2.457866667e-07,1.962133333e-08,3.441013333e-08,-5.285892515e+03,6.691000000e+02
2.950000e-05,-1.706114561e-08,2.691866667e-07,2.151066667e-08,3.768613333e-08,-3.104339187e+03,4.934200000e+02
3.528000e-05,-1.269080616e-08,2.112933333e-07,1.583400000e-08,2.958106667e-08,-2.806322332e+03,4.304000000e+02
4.330000e-05,-1.369880069e-08,1.686880000e-07,1.562253333e-08,2.361632000e-08,-1.895584410e+03,3.554500000e+02
5.140000e-05,-1.540110881e-08,1.541973333e-07,1.598306667e-08,2.158762667e-08,-1.317360981e+03,2.835700000e+02
5.941000e-05,-1.430685202e-08,8.860800000e-08,1.657413333e-08,1.657413333e-08,-1.086966125e+03,3.223200000e+02
7.095000e-05,-1.113961596e-08,5.144533333e-08,1.062533333e-08,1.062533333e-08,-9.553822640e+02,3.444300000e+02
8.707000e-05,-7.903318079e-09,5.846533333e-08,1.066000000e-08,1.066000000e-08,-8.538025327e+02,2.248600000e+02
