X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.513,100.000,0.0,1.0e-06,0.238
0.000,0.000,0.000,4.890,2526.582,0.1,6.1e-04,0.880
0.000,0.000,0.000,4.153,2332.542,0.1,5.7e-04,0.846
0.000,0.000,0.000,8.093,1444.546,0.6,1.0e-06,0.332
0.000,0.000,0.000,0.000,403.995,0.0,1.0e-06,0.097
