time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.207602396e-06,5.423600000e-04,2.470000000e-07,5.965960000e-05,3.414932136e+03,5.830000000e+01
6.070000e-06,-6.207458670e-07,2.111200000e-04,1.690866667e-07,2.322320000e-05,-3.942341823e+03,8.093000000e+01
7.080000e-06,2.306289836e-07,8.216000000e-05,1.030640000e-07,9.037600000e-06,5.902191560e+03,1.175200000e+02
8.520000e-06,8.103256195e-07,2.137200000e-05,5.655866667e-08,2.350920000e-06,1.875738456e+03,2.118500000e+02
1.053000e-05,-1.646754838e-07,1.721546667e-06,4.229333333e-08,1.893701333e-07,-3.812513612e+03,7.975000000e+02
1.255000e-05,-2.941848195e-07,-5.633333333e-07,3.667733333e-08,6.196666667e-08,-1.932820863e+03,-1.254170000e+03
1.456000e-05,-3.810103964e-08,-4.329866667e-07,4.012666667e-08,4.762853333e-08,-5.894556631e+03,-1.166540000e+03
1.744000e-05,7.935950611e-08,-9.569733333e-08,2.142400000e-08,1.052670667e-08,2.675271615e+03,-2.361620000e+03
2.146000e-05,-8.401963132e-09,1.549946667e-07,1.981200000e-08,1.981200000e-08,-8.460082728e+03,1.211380000e+03
2.549000e-05,-9.453843207e-08,2.457866667e-07,1.962133333e-08,2.703653333e-08,-1.264705278e+03,6.691000000e+02
2.950000e-05,-7.420710501e-08,2.691866667e-07,2.151066667e-08,2.961053333e-08,-1.165049294e+03,4.934200000e+02
3.528000e-05,-2.965266354e-09,2.112933333e-07,1.583400000e-08,2.324226667e-08,-7.397549609e+03,4.304000000e+02
4.330000e-05,-2.230127122e-09,1.686880000e-07,1.562253333e-08,1.855568000e-08,-6.357871508e+03,3.554500000e+02
5.140000e-05,-2.214562992e-08,1.541973333e-07,1.598306667e-08,1.696170667e-08,-1.034064026e+03,2.835700000e+02
5.941000e-05,-2.315627573e-08,8.860800000e-08,1.657413333e-08,1.657413333e-08,-7.884961760e+02,3.223200000e+02
7.095000e-05,-1.245676112e-08,5.144533333e-08,1.062533333e-08,1.062533333e-08,-8.867895429e+02,3.444300000e+02
8.707000e-05,-1.876860923e-09,5.846533333e-08,1.066000000e-08,1.066000000e-08,-2.226429861e+03,2.248600000e+02
