time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.190393015e-06,5.423600000e-04,2.470000000e-07,9.220120000e-05,1.291807769e+03,5.830000000e+01
6.070000e-06,2.010277833e-06,2.111200000e-04,1.690866667e-07,3.589040000e-05,1.801051422e+03,8.093000000e+01
7.080000e-06,1.369562653e-06,8.216000000e-05,1.030640000e-07,1.396720000e-05,1.799842991e+03,1.175200000e+02
8.520000e-06,1.001054640e-06,2.137200000e-05,5.655866667e-08,3.633240000e-06,1.629196520e+03,2.118500000e+02
1.053000e-05,1.671806171e-07,1.721546667e-06,4.229333333e-08,2.926629333e-07,3.774331882e+03,7.975000000e+02
1.255000e-05,-4.205046925e-08,-5.633333333e-07,3.667733333e-08,9.576666667e-08,-7.070083551e+03,-1.254170000e+03
1.456000e-05,1.781433997e-08,-4.329866667e-07,4.012666667e-08,7.360773333e-08,9.785038477e+03,-1.166540000e+03
1.744000e-05,3.806099607e-08,-9.569733333e-08,2.142400000e-08,1.626854667e-08,4.366301818e+03,-2.361620000e+03
2.146000e-05,-2.192745863e-08,1.549946667e-07,1.981200000e-08,2.634909333e-08,-4.463096296e+03,1.211380000e+03
2.549000e-05,-6.970748727e-08,2.457866667e-07,1.962133333e-08,4.178373333e-08,-1.549560875e+03,6.691000000e+02
2.950000e-05,-5.890301011e-08,2.691866667e-07,2.151066667e-08,4.576173333e-08,-1.358990125e+03,4.934200000e+02
3.528000e-05,-1.981014792e-08,2.112933333e-07,1.583400000e-08,3.591986667e-08,-2.085476085e+03,4.304000000e+02
4.330000e-05,-1.591707421e-08,1.686880000e-07,1.562253333e-08,2.867696000e-08,-1.715099547e+03,3.554500000e+02
5.140000e-05,-2.320842572e-08,1.541973333e-07,1.598306667e-08,2.621354667e-08,-1.002249082e+03,2.835700000e+02
5.941000e-05,-2.146461029e-08,8.860800000e-08,1.657413333e-08,1.657413333e-08,-8.293987842e+02,3.223200000e+02
7.095000e-05,-1.369359649e-08,5.144533333e-08,1.062533333e-08,1.062533333e-08,-8.325537918e+02,3.444300000e+02
8.707000e-05,-6.479811384e-09,5.846533333e-08,1.066000000e-08,1.066000000e-08,-9.746652967e+02,2.248600000e+02
