time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.134885169e-07,5.423600000e-04,2.470000000e-07,2.711800000e-05,5.363649983e+03,5.830000000e+01
6.070000e-06,-2.481392792e-07,2.111200000e-04,1.690866667e-07,1.055600000e-05,-7.264958831e+03,8.093000000e+01
7.080000e-06,-4.955824970e-07,8.216000000e-05,1.030640000e-07,4.108000000e-06,-3.544420592e+03,1.175200000e+02
8.520000e-06,-4.540083562e-07,2.137200000e-05,5.655866667e-08,1.068600000e-06,-2.759959853e+03,2.118500000e+02
1.053000e-05,-2.624892185e-07,1.721546667e-06,4.229333333e-08,8.607733333e-08,-2.793978469e+03,7.975000000e+02
1.255000e-05,-1.735520603e-07,-5.633333333e-07,3.667733333e-08,2.816666667e-08,-2.747800900e+03,-1.254170000e+03
1.456000e-05,-1.414673692e-07,-4.329866667e-07,4.012666667e-08,2.164933333e-08,-2.458318657e+03,-1.166540000e+03
1.744000e-05,-1.066679260e-07,-9.569733333e-08,2.142400000e-08,4.784866667e-09,-2.196567829e+03,-2.361620000e+03
2.146000e-05,-6.509213662e-08,1.549946667e-07,1.981200000e-08,1.981200000e-08,-2.160774467e+03,1.211380000e+03
2.549000e-05,-3.788212797e-08,2.457866667e-07,1.962133333e-08,1.962133333e-08,-2.326869444e+03,6.691000000e+02
2.950000e-05,-2.823994998e-08,2.691866667e-07,2.151066667e-08,2.151066667e-08,-2.218530199e+03,4.934200000e+02
3.528000e-05,-2.499946475e-08,2.112933333e-07,1.583400000e-08,1.583400000e-08,-1.785842767e+03,4.304000000e+02
4.330000e-05,-1.728006713e-08,1.686880000e-07,1.562253333e-08,1.562253333e-08,-1.623682872e+03,3.554500000e+02
5.140000e-05,-1.090313633e-08,1.541973333e-07,1.598306667e-08,1.598306667e-08,-1.658460607e+03,2.835700000e+02
5.941000e-05,-8.009479716e-09,8.860800000e-08,1.657413333e-08,1.657413333e-08,-1.600205882e+03,3.223200000e+02
7.095000e-05,-6.337887904e-09,5.144533333e-08,1.062533333e-08,1.062533333e-08,-1.391428682e+03,3.444300000e+02
8.707000e-05,-5.263819341e-09,5.846533333e-08,1.066000000e-08,1.066000000e-08,-1.119514602e+03,2.248600000e+02
