X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.357,100.000,0.0,1.0e-06,0.371
0.000,0.000,0.000,5.615,2719.207,0.1,6.4e-04,0.896
0.000,0.000,0.000,4.446,2470.225,0.1,5.9e-04,0.863
0.000,0.000,0.000,8.648,1450.100,0.6,1.0e-06,0.341
0.000,0.000,0.000,0.000,395.738,0.0,1.0e-06,0.097
