X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.472,100.000,0.0,1.0e-06,0.229
0.000,0.000,0.000,4.988,2559.391,0.1,6.1e-04,0.883
0.000,0.000,0.000,4.187,2351.516,0.1,5.7e-04,0.848
0.000,0.000,0.000,7.887,1502.435,0.6,1.0e-06,0.305
0.000,0.000,0.000,0.000,439.057,0.0,1.0e-06,0.099
