X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.412,100.000,0.0,1.0e-06,0.260
0.000,0.000,0.000,4.955,2599.944,0.1,6.2e-04,0.889
0.000,0.000,0.000,4.135,2392.724,0.1,5.8e-04,0.854
0.000,0.000,0.000,7.311,1735.106,0.6,1.0e-06,0.294
0.000,0.000,0.000,0.000,511.062,0.0,1.0e-06,0.102
