time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.416719577e-06,4.307333333e-04,3.085333333e-07,6.030266667e-05,2.150373410e+03,6.798000000e+01
6.070000e-06,6.838500321e-08,1.568146667e-04,1.042773333e-07,2.195405333e-05,1.715495516e+04,9.867000000e+01
7.080000e-06,4.169466810e-07,5.688800000e-05,8.609466667e-08,7.964320000e-06,3.977121664e+03,1.501700000e+02
8.520000e-06,7.012438548e-07,1.268626667e-05,4.563866667e-08,1.776077333e-06,2.065535277e+03,2.998600000e+02
1.053000e-05,-1.963168385e-07,-7.983733333e-08,4.201600000e-08,1.117722667e-08,-3.390983427e+03,-6.178510000e+03
1.255000e-05,-3.258029570e-07,-9.434533333e-07,4.839466667e-08,1.320834667e-07,-1.805656336e+03,-8.891800000e+02
1.456000e-05,-1.142739342e-07,-3.646933333e-07,4.267466667e-08,5.105706667e-08,-2.834289724e+03,-1.307910000e+03
1.744000e-05,-8.281101108e-09,-6.701066667e-08,3.142533333e-08,9.381493333e-09,-1.207003310e+04,-2.994700000e+03
2.146000e-05,-6.733979705e-08,1.740266667e-07,2.749066667e-08,2.749066667e-08,-2.112421547e+03,1.121390000e+03
2.549000e-05,-1.277451714e-07,2.627733333e-07,2.721333333e-08,3.678826667e-08,-1.034741654e+03,6.398100000e+02
2.950000e-05,-1.021035328e-07,2.712666667e-07,2.830533333e-08,3.797733333e-08,-9.417756287e+02,4.909000000e+02
3.528000e-05,-3.363354522e-08,2.149333333e-07,2.314000000e-08,3.009066667e-08,-1.465374381e+03,4.256200000e+02
4.330000e-05,-2.480705134e-08,1.939600000e-07,2.598266667e-08,2.715440000e-08,-1.275894394e+03,3.238900000e+02
5.140000e-05,-3.599340166e-08,2.040133333e-07,2.336533333e-08,2.856186667e-08,-7.480389179e+02,2.352500000e+02
5.941000e-05,-3.313918127e-08,1.274866667e-07,2.388533333e-08,2.388533333e-08,-6.208941241e+02,2.529100000e+02
7.095000e-05,-2.064090396e-08,5.049200000e-08,1.925733333e-08,1.925733333e-08,-6.332932297e+02,3.487900000e+02
8.707000e-05,-9.085805881e-09,4.608933333e-08,2.133733333e-08,2.133733333e-08,-7.780152508e+02,2.635200000e+02
