time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.355097734e-05,4.307333333e-04,3.085333333e-07,2.153666667e-05,6.813197453e+02,6.798000000e+01
6.070000e-06,5.559587697e-06,1.568146667e-04,1.042773333e-07,7.840733333e-06,9.141169845e+02,9.867000000e+01
7.080000e-06,2.531838183e-06,5.688800000e-05,8.609466667e-08,2.844400000e-06,1.194901007e+03,1.501700000e+02
8.520000e-06,1.005749527e-06,1.268626667e-05,4.563866667e-08,6.343133333e-07,1.624122455e+03,2.998600000e+02
1.053000e-05,1.460080718e-07,-7.983733333e-08,4.201600000e-08,3.991866667e-09,4.130913723e+03,-6.178510000e+03
1.255000e-05,-1.105938162e-07,-9.434533333e-07,4.839466667e-08,4.717266667e-08,-3.710660442e+03,-8.891800000e+02
1.456000e-05,-1.591054070e-07,-3.646933333e-07,4.267466667e-08,1.823466667e-08,-2.273102760e+03,-1.307910000e+03
1.744000e-05,-1.691904663e-07,-6.701066667e-08,3.142533333e-08,3.350533333e-09,-1.615039918e+03,-2.994700000e+03
2.146000e-05,-1.582402502e-07,1.740266667e-07,2.749066667e-08,2.749066667e-08,-1.195135509e+03,1.121390000e+03
2.549000e-05,-1.382602184e-07,2.627733333e-07,2.721333333e-08,2.721333333e-08,-9.815899472e+02,6.398100000e+02
2.950000e-05,-1.145528094e-07,2.712666667e-07,2.830533333e-08,2.830533333e-08,-8.722429417e+02,4.909000000e+02
3.528000e-05,-8.531721185e-08,2.149333333e-07,2.314000000e-08,2.314000000e-08,-7.878422306e+02,4.256200000e+02
4.330000e-05,-6.253277338e-08,1.939600000e-07,2.598266667e-08,2.598266667e-08,-6.888527016e+02,3.238900000e+02
5.140000e-05,-4.896890980e-08,2.040133333e-07,2.336533333e-08,2.336533333e-08,-6.092457360e+02,2.352500000e+02
5.941000e-05,-3.901154939e-08,1.274866667e-07,2.388533333e-08,2.388533333e-08,-5.569077566e+02,2.529100000e+02
7.095000e-05,-2.824010458e-08,5.049200000e-08,1.925733333e-08,1.925733333e-08,-5.138619415e+02,3.487900000e+02
8.707000e-05,-1.957419743e-08,4.608933333e-08,2.133733333e-08,2.133733333e-08,-4.664170702e+02,2.635200000e+02
