time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.363284224e-06,4.307333333e-04,3.085333333e-07,8.614666667e-05,1.450292893e+03,6.798000000e+01
6.070000e-06,3.651278657e-07,1.568146667e-04,1.042773333e-07,3.136293333e-05,5.615651947e+03,9.867000000e+01
7.080000e-06,7.894259864e-07,5.688800000e-05,8.609466667e-08,1.137760000e-05,2.598652921e+03,1.501700000e+02
8.520000e-06,1.177645660e-06,1.268626667e-05,4.563866667e-08,2.537253333e-06,1.461960274e+03,2.998600000e+02
1.053000e-05,-2.542085247e-07,-7.983733333e-08,4.201600000e-08,1.596746667e-08,-2.854328550e+03,-6.178510000e+03
1.255000e-05,-4.657558865e-07,-9.434533333e-07,4.839466667e-08,1.886906667e-07,-1.422873231e+03,-8.891800000e+02
1.456000e-05,-1.382024831e-07,-3.646933333e-07,4.267466667e-08,7.293866667e-08,-2.496884564e+03,-1.307910000e+03
1.744000e-05,2.401828029e-08,-6.701066667e-08,3.142533333e-08,1.340213333e-08,5.934797614e+03,-2.994700000e+03
2.146000e-05,-7.449248896e-08,1.740266667e-07,2.749066667e-08,3.480533333e-08,-1.974938005e+03,1.121390000e+03
2.549000e-05,-1.747946533e-07,2.627733333e-07,2.721333333e-08,5.255466667e-08,-8.395427812e+02,6.398100000e+02
2.950000e-05,-1.381908439e-07,2.712666667e-07,2.830533333e-08,5.425333333e-08,-7.697005218e+02,4.909000000e+02
3.528000e-05,-3.430510008e-08,2.149333333e-07,2.314000000e-08,4.298666667e-08,-1.446187374e+03,4.256200000e+02
4.330000e-05,-2.461869915e-08,1.939600000e-07,2.598266667e-08,3.879200000e-08,-1.282393847e+03,3.238900000e+02
5.140000e-05,-4.528110416e-08,2.040133333e-07,2.336533333e-08,4.080266667e-08,-6.418912412e+02,2.352500000e+02
5.941000e-05,-4.287691815e-08,1.274866667e-07,2.388533333e-08,2.549733333e-08,-5.229133042e+02,2.529100000e+02
7.095000e-05,-2.531536268e-08,5.049200000e-08,1.925733333e-08,1.925733333e-08,-5.527149583e+02,3.487900000e+02
8.707000e-05,-8.867907783e-09,4.608933333e-08,2.133733333e-08,2.133733333e-08,-7.907083055e+02,2.635200000e+02
