X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.301,100.000,0.0,1.0e-06,0.277
0.000,0.000,0.000,4.775,2664.278,0.1,6.2e-04,0.890
0.000,0.000,0.000,3.976,2456.526,0.1,5.8e-04,0.856
0.000,0.000,0.000,7.493,1713.893,0.6,1.0e-06,0.246
0.000,0.000,0.000,0.000,586.471,0.0,1.0e-06,0.103
