time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.175223589e-06,4.307333333e-04,3.085333333e-07,4.738066667e-05,2.306723031e+03,6.798000000e+01
6.070000e-06,-3.078089371e-06,1.568146667e-04,1.042773333e-07,1.724961333e-05,-1.355738778e+03,9.867000000e+01
7.080000e-06,8.245363160e-07,5.688800000e-05,8.609466667e-08,6.257680000e-06,2.524348812e+03,1.501700000e+02
8.520000e-06,3.145141824e-06,1.268626667e-05,4.563866667e-08,1.395489333e-06,7.594837855e+02,2.998600000e+02
1.053000e-05,-7.855226363e-07,-7.983733333e-08,4.201600000e-08,8.782106667e-09,-1.345421092e+03,-6.178510000e+03
1.255000e-05,-1.230647823e-06,-9.434533333e-07,4.839466667e-08,1.037798667e-07,-7.444735147e+02,-8.891800000e+02
1.456000e-05,-1.166678521e-07,-3.646933333e-07,4.267466667e-08,4.011626667e-08,-2.795384549e+03,-1.307910000e+03
1.744000e-05,4.227760670e-07,-6.701066667e-08,3.142533333e-08,7.371173333e-09,8.770551904e+02,-2.994700000e+03
2.146000e-05,5.710370497e-08,1.740266667e-07,2.749066667e-08,2.749066667e-08,2.357864984e+03,1.121390000e+03
2.549000e-05,-3.332161477e-07,2.627733333e-07,2.721333333e-08,2.890506667e-08,-5.460648662e+02,6.398100000e+02
2.950000e-05,-2.522418993e-07,2.712666667e-07,2.830533333e-08,2.983933333e-08,-5.153431112e+02,4.909000000e+02
3.528000e-05,5.381306611e-08,2.149333333e-07,2.314000000e-08,2.364266667e-08,1.071203216e+03,4.256200000e+02
4.330000e-05,4.428079522e-08,1.939600000e-07,2.598266667e-08,2.598266667e-08,8.670707821e+02,3.238900000e+02
5.140000e-05,-5.405201675e-08,2.040133333e-07,2.336533333e-08,2.336533333e-08,-5.704245215e+02,2.352500000e+02
5.941000e-05,-6.556711156e-08,1.274866667e-07,2.388533333e-08,2.388533333e-08,-3.939623308e+02,2.529100000e+02
7.095000e-05,-2.603515310e-08,5.049200000e-08,1.925733333e-08,1.925733333e-08,-5.424802065e+02,3.487900000e+02
8.707000e-05,1.370620331e-08,4.608933333e-08,2.133733333e-08,2.133733333e-08,5.914966642e+02,2.635200000e+02
