X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.428,100.000,0.0,1.0e-06,0.200
0.000,0.000,0.000,4.535,2513.727,0.1,6.0e-04,0.877
0.000,0.000,0.000,3.942,2400.519,0.2,5.6e-04,0.846
0.000,0.000,0.000,7.430,1473.458,0.6,1.0e-06,0.320
0.000,0.000,0.000,0.000,476.046,0.0,1.0e-06,0.099
