time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.530390683e-06,4.307333333e-04,3.085333333e-07,7.322466667e-05,1.414406633e+03,6.798000000e+01
6.070000e-06,9.470635764e-07,1.568146667e-04,1.042773333e-07,2.665849333e-05,2.974706202e+03,9.867000000e+01
7.080000e-06,9.447076301e-07,5.688800000e-05,8.609466667e-08,9.670960000e-06,2.305460091e+03,1.501700000e+02
8.520000e-06,1.030243572e-06,1.268626667e-05,4.563866667e-08,2.156665333e-06,1.598277013e+03,2.998600000e+02
1.053000e-05,-1.267009260e-07,-7.983733333e-08,4.201600000e-08,1.357234667e-08,-4.540574880e+03,-6.178510000e+03
1.255000e-05,-3.250913267e-07,-9.434533333e-07,4.839466667e-08,1.603870667e-07,-1.808290450e+03,-8.891800000e+02
1.456000e-05,-1.045181959e-07,-3.646933333e-07,4.267466667e-08,6.199786667e-08,-3.008022580e+03,-1.307910000e+03
1.744000e-05,3.479383134e-09,-6.701066667e-08,3.142533333e-08,1.139181333e-08,2.151620549e+04,-2.994700000e+03
2.146000e-05,-7.106239916e-08,1.740266667e-07,2.749066667e-08,2.958453333e-08,-2.037989210e+03,1.121390000e+03
2.549000e-05,-1.429686041e-07,2.627733333e-07,2.721333333e-08,4.467146667e-08,-9.599187538e+02,6.398100000e+02
2.950000e-05,-1.146525521e-07,2.712666667e-07,2.830533333e-08,4.611533333e-08,-8.717369932e+02,4.909000000e+02
3.528000e-05,-3.675771350e-08,2.149333333e-07,2.314000000e-08,3.653866667e-08,-1.381119850e+03,4.256200000e+02
4.330000e-05,-2.706680086e-08,1.939600000e-07,2.598266667e-08,3.297320000e-08,-1.203853227e+03,3.238900000e+02
5.140000e-05,-4.016633042e-08,2.040133333e-07,2.336533333e-08,3.468226667e-08,-6.952879203e+02,2.352500000e+02
5.941000e-05,-3.707039845e-08,1.274866667e-07,2.388533333e-08,2.388533333e-08,-5.761831633e+02,2.529100000e+02
7.095000e-05,-2.287979473e-08,5.049200000e-08,1.925733333e-08,1.925733333e-08,-5.912746206e+02,3.487900000e+02
8.707000e-05,-9.731086602e-09,4.608933333e-08,2.133733333e-08,2.133733333e-08,-7.432293549e+02,2.635200000e+02
