X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.469,100.000,0.0,1.0e-06,0.184
0.000,0.000,0.000,4.516,2478.164,0.1,5.9e-04,0.872
0.000,0.000,0.000,3.929,2304.349,0.2,5.6e-04,0.838
0.000,0.000,0.000,7.674,1517.441,0.5,1.0e-06,0.272
0.000,0.000,0.000,0.000,499.995,0.0,1.0e-06,0.101
