X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,3.510,100.000,0.0,1.0e-06,0.611
0.000,0.000,0.000,11.825,4255.330,0.0,7.2e-04,0.943
0.000,0.000,0.000,11.857,4195.336,0.0,6.4e-04,0.912
0.000,0.000,0.000,11.857,2875.440,0.7,1.0e-06,0.664
0.000,0.000,0.000,0.000,1062.921,0.0,1.0e-06,0.113
