X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.477,100.000,0.0,1.0e-06,0.286
0.000,0.000,0.000,5.108,2580.472,0.1,6.2e-04,0.885
0.000,0.000,0.000,4.257,2371.298,0.1,5.8e-04,0.851
0.000,0.000,0.000,7.639,1471.147,0.6,1.0e-06,0.310
0.000,0.000,0.000,0.000,433.335,0.0,1.0e-06,0.098
