X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.727,100.000,0.0,1.0e-06,0.175
0.000,0.000,0.000,4.573,2381.471,0.1,5.9e-04,0.864
0.000,0.000,0.000,4.015,2204.194,0.2,5.6e-04,0.830
0.000,0.000,0.000,7.095,1457.016,0.5,1.0e-06,0.210
0.000,0.000,0.000,0.000,510.017,0.0,1.0e-06,0.101
