,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,5.3408951722894945e-06,1.6592742037326427e-06,1.7209528224839083e-06,-1.2725654018220023e-06,-3.8926163647433904e-08,-7.655445857073073e-10,-7.513198953611574e-10,5.900961337836446e-09,-4.066132754932673e-08,-0.0006224510995157053,4.975676060365146e-06,4.866157429269576e-06,1.722646993219e-05,0.0002470912572049095,-0.3905853291215391,2.669500990769677e-05,1.8304903293639773e-05,-7.927364592743041,0.12911783299980967,-9.671313706150216e-07,-4.852645993655336e-07,-8.410992660035952e-07,-9.026582014819833e-05,-2.519022785260574e-05
dB/dt tg02,-1.9629192727799974e-06,-7.76976127039737e-08,-1.7653629721215512e-09,-2.269811475001663e-06,3.724187980534636e-08,3.6835451710552836e-10,2.0452667097462728e-10,9.415455794146753e-09,-2.9259600226518193e-08,-0.0004391069244897226,-2.5507161278510828e-06,-1.3332526023906976e-06,-2.220458829661012e-06,0.00017682862328886756,-0.33298516200499284,2.236160879979679e-05,1.5546760513416755e-05,1.3749884661201353,0.09228089674761192,7.091464775955914e-07,5.154828392088714e-07,3.704642922224059e-07,-5.551170208641008e-05,-1.8148840790380867e-05
dB/dt tg03,8.258143025208428e-07,5.674705040393111e-07,5.892772553927089e-07,-6.4933313854131e-07,1.335146835574748e-09,-1.722831236349679e-10,-1.8439973082353822e-10,3.2055016513553944e-09,-1.897668619274164e-08,-0.00028670778048023413,1.0302362359101275e-06,1.1557620503799557e-06,9.445056332170227e-06,0.00010926183091134561,-0.25928447218447137,1.9277316963761012e-05,1.34664756745088e-05,-2.5007458037999033,0.06001686833148024,4.638212256714421e-07,-9.682081557813886e-09,-1.4902851958159485e-07,-3.750035921032949e-05,-1.179640264368978e-05
dB/dt tg04,2.849959841296035e-06,9.80523375351874e-07,9.666368133953766e-07,4.616479053739101e-07,-2.5227143778810267e-08,-5.408210467400265e-10,-4.505085898867759e-10,-1.1346035012372056e-09,-1.0934809599749237e-08,-0.00016870138911793245,3.4805249285553607e-06,2.864216744260007e-06,1.593869294293159e-05,5.8049184020607135e-05,-0.18586538116152593,1.6215828220531067e-05,1.1330258001174761e-05,-5.0186308022985475,0.034732916422227866,2.0644252674637477e-07,-3.7640865685015253e-07,-5.100215552521279e-07,-2.3573812057781874e-05,-6.8180375914759295e-06
dB/dt tg05,-5.751945189149836e-07,5.261136429606476e-08,6.476508128043608e-08,-4.4422582592289893e-07,1.1062274366761365e-08,6.751726576712754e-11,3.780589233104546e-11,2.0424489971380277e-09,-7.877674096557853e-09,-0.00012027316671950236,-5.340417405773875e-07,-2.797112185348279e-07,1.6670448066784008e-06,4.330693371849075e-05,-0.1379788695235837,1.3422627937097537e-05,9.345246362792943e-06,0.04441265055981379,0.024641205475766086,7.096867825483823e-07,1.567395237606032e-07,1.0510687950172512e-07,-1.309058614756264e-05,-4.9074941794644885e-06
dB/dt tg06,-9.94315991855138e-07,-1.0429245219854343e-07,-9.139440658959483e-08,-4.760934386664458e-07,1.4392361907392763e-08,1.4804536796122207e-10,1.0671374075927443e-10,2.0473061303472e-09,-5.529880338394249e-09,-8.479987459378818e-05,-1.0561734999604605e-06,-7.205796749766558e-07,-9.088957762018431e-07,3.027677362105142e-05,-0.10306356308587976,1.1543059777023488e-05,7.986444685311641e-06,0.8333424280786422,0.017162888671936348,7.001956644817046e-07,2.1389877246044298e-07,1.8377577221851863e-07,-8.171713499360018e-06,-3.4448112147697567e-06
dB/dt tg07,-5.5572812123421644e-08,9.208038516758491e-08,9.399147752289225e-08,-1.0415698111289211e-07,2.87475536299793e-09,-1.1901814253186144e-11,-1.4981031507685174e-11,5.941993260700265e-10,-3.532295651683766e-09,-5.5634374911521265e-05,1.1647510326107874e-08,6.616406323980436e-08,1.9367472278376444e-06,1.7999015523063363e-05,-0.07652566631282692,1.0199355986757056e-05,7.0046227222465474e-06,-0.33281869831693306,0.01095797630627369,4.767895863505579e-07,5.525597337390261e-08,1.9331467328796666e-08,-5.724935160465114e-06,-2.2043237771719515e-06
dB/dt tg08,3.8314751641046955e-07,1.6881365297232667e-07,1.654392962002502e-07,8.455567960060565e-08,-2.8283442583630403e-09,-8.320817354649788e-11,-6.805161424920739e-11,-1.6999272596549404e-10,-2.0649130622657164e-09,-3.38048453208401e-05,4.932183363509609e-07,4.1170471835170685e-07,2.985719578599171e-06,9.467493180268892e-06,-0.053462845249314724,8.82063888668055e-06,5.992283646901191e-06,-0.822746273949971,0.00638690641559995,3.191478905787463e-07,-2.2053833436049117e-08,-5.6482926069936804e-08,-3.7219022800285e-06,-1.2911325289766604e-06
dB/dt tg09,7.057160697175167e-08,6.611837107320658e-08,6.532210425011033e-08,1.690561483068579e-09,1.7214384613690338e-10,-2.281900540933225e-11,-1.9510529184557705e-11,8.745715905983333e-11,-1.3508057666095564e-09,-2.23932153263432e-05,1.0249464657733688e-07,1.03124785257709e-07,1.2755131834208811e-06,6.1719261328027844e-06,-0.03669153298204531,7.514328713688709e-06,5.0300541735729644e-06,-0.28751362244126333,0.004123311598589511,2.7887366218737857e-07,2.2497113734104565e-08,-4.3292467067289676e-10,-2.1663068593838714e-06,-8.435050720237985e-07
dB/dt tg10,-2.4852988395021587e-07,-2.7647263492732377e-08,-2.55555610667477e-08,-9.784317583139071e-08,3.4874000416923226e-09,3.651061535723826e-11,2.719390037596024e-11,4.2816912979740856e-10,-1.0623958667841135e-09,-1.7388744710876293e-05,-2.8398012232281484e-07,-1.9469647990638664e-07,-2.7224676475167946e-07,5.209953062691874e-06,-0.027254389354151067,6.609704999701062e-06,4.3626810961261975e-06,0.21892691405471437,0.003200473925772092,2.6684544301756256e-07,6.966375888350186e-08,5.5465763245687256e-08,-1.319218825840328e-06,-6.614650605271846e-07
dB/dt tg11,-1.8401716326109704e-07,-2.0638489442354205e-08,-1.9193366718997564e-08,-7.067046614255879e-08,2.5751335559070335e-09,2.7183778206818298e-11,2.032437926215821e-11,3.099566535519412e-10,-7.540017173784934e-10,-1.2549109568954727e-05,-2.1748835136694116e-07,-1.4821197015777275e-07,-2.0926443838664946e-07,3.603555241254875e-06,-0.020473595118673745,5.943929041060935e-06,3.871366196345579e-06,0.16353516997487746,0.0022527047198396604,2.1206121508871706e-07,5.587337528296026e-08,4.344674418204067e-08,-9.093280629695497e-07,-4.690805827778635e-07
