time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.397125137e-06,5.665777778e-04,5.685333333e-07,9.631822222e-05,1.742825668e+03,5.760000000e+01
6.070000e-06,1.936197393e-06,2.129777778e-04,1.468444444e-07,3.620622222e-05,1.878137297e+03,8.183000000e+01
7.080000e-06,9.410897418e-07,8.241777778e-05,8.480000000e-08,1.401102222e-05,2.350708552e+03,1.192800000e+02
8.520000e-06,3.159555423e-07,2.092444444e-05,4.490666667e-08,3.557155556e-06,3.574304928e+03,2.185200000e+02
1.053000e-05,2.132403189e-07,1.523733333e-06,4.780444444e-08,2.590346667e-07,3.263733899e+03,8.797800000e+02
1.255000e-05,1.153872478e-07,-7.824000000e-07,5.367111111e-08,1.330080000e-07,3.668570112e+03,-1.024630000e+03
1.456000e-05,9.029558688e-09,-4.391111111e-07,5.139555556e-08,7.464888889e-08,1.565410592e+04,-1.175560000e+03
1.744000e-05,-4.764501468e-08,-1.099733333e-07,3.061333333e-08,1.869546667e-08,-3.823130583e+03,-2.189150000e+03
2.146000e-05,-4.211978131e-08,1.723555556e-07,2.976000000e-08,2.976000000e-08,-2.937433039e+03,1.147850000e+03
2.549000e-05,-2.443787960e-08,3.459555556e-07,3.498666667e-08,5.881244444e-08,-3.169685478e+03,5.416900000e+02
2.950000e-05,-2.528369749e-08,2.938666667e-07,3.342222222e-08,4.995733333e-08,-2.428908527e+03,4.732700000e+02
3.528000e-05,-3.414888897e-08,2.218666667e-07,3.068444444e-08,3.771733333e-08,-1.475286030e+03,4.237300000e+02
4.330000e-05,-2.739690017e-08,2.327111111e-07,2.645333333e-08,3.956088889e-08,-1.214490525e+03,2.917200000e+02
5.140000e-05,-1.802445405e-08,1.866666667e-07,3.008000000e-08,3.173333333e-08,-1.206410103e+03,2.538300000e+02
5.941000e-05,-1.392285562e-08,1.242666667e-07,2.787555556e-08,2.787555556e-08,-1.125702013e+03,2.616400000e+02
7.095000e-05,-1.188316895e-08,6.634666667e-08,2.350222222e-08,2.350222222e-08,-9.306778880e+02,2.957000000e+02
8.707000e-05,-1.042875282e-08,6.353777778e-08,2.199111111e-08,2.199111111e-08,-7.217815110e+02,2.163400000e+02
