X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.460,100.000,0.0,1.0e-06,0.206
0.000,0.000,0.000,4.619,2515.819,0.1,6.0e-04,0.873
0.000,0.000,0.000,3.984,2336.952,0.2,5.6e-04,0.840
0.000,0.000,0.000,8.117,1511.268,0.5,1.0e-06,0.280
0.000,0.000,0.000,0.000,450.661,0.0,1.0e-06,0.099
