X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.216,100.000,0.0,1.0e-06,0.511
0.000,0.000,0.000,4.933,2885.492,0.1,6.4e-04,0.905
0.000,0.000,0.000,3.944,2675.459,0.1,5.9e-04,0.871
0.000,0.000,0.000,7.773,1667.543,0.6,1.0e-06,0.339
0.000,0.000,0.000,0.000,513.537,0.0,1.0e-06,0.100
