,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,4.6169263954871404e-06,1.2982717229016586e-06,1.3596073077294485e-06,-3.590767845574061e-06,-3.5385520969539186e-08,-7.099567121414382e-10,-8.134165704627843e-10,5.056045060433296e-09,-3.5359610915847315e-08,-0.0006493228250369237,4.483694577869355e-06,5.177222343841245e-06,7.236158659838323e-06,0.00023037755154736912,-0.2944002784620207,3.0469782866111895e-05,2.094859987660729e-05,-7.763165970175793,0.12375506929930133,-1.0777386547106696e-06,-4.243828691876657e-07,-9.3106616606125e-07,-8.384918178096123e-05,-2.3168002268885145e-05
dB/dt tg02,1.9094878772678555e-07,-4.575998009444947e-08,2.8828981483773372e-08,6.234982402623461e-06,7.189668046358497e-09,5.3826254862882916e-11,2.9060926307435525e-10,3.6740368228737708e-09,-2.1437356078281246e-08,-0.00043956461273345944,-4.2647821901798965e-07,-1.851157989602514e-06,2.413066562594151e-05,0.00013140074862549604,-0.24921390576319016,2.5453327717989527e-05,1.775816797068189e-05,6.560184649963027,0.07545488807807524,2.3531037729246327e-07,2.417052020760785e-07,5.028156054080189e-07,-1.2310186036132314e-05,-1.4090220464538094e-05
dB/dt tg03,7.753695265528413e-07,4.551318753707597e-07,4.764451870992302e-07,-6.676165796937626e-07,8.085286263479738e-10,-1.790649625121153e-10,-1.9579351545184443e-10,2.3443274262911743e-09,-1.5901588229865154e-08,-0.0003002905614895906,1.0389176781896237e-06,1.2044758083817757e-06,7.5582152957924095e-06,9.726471098969978e-05,-0.20101774874850747,2.1883455316979866e-05,1.535139414620814e-05,-2.011793321853672,0.05547521494768494,3.461196151959904e-07,-4.855725904656871e-09,-1.595211011795839e-07,-3.153687469997863e-05,-1.0454083324446598e-05
dB/dt tg04,1.3239043615159781e-06,7.737179781265746e-07,7.599453636330862e-07,-5.253026490057334e-06,-6.1623196062643465e-09,-3.420101781703172e-10,-5.267016953653743e-10,1.306057338675509e-09,-1.124453172557408e-08,-0.00019000162684599482,2.0757165338831323e-06,3.2891852034824907e-06,-4.472254368626733e-06,6.922357102583928e-05,-0.14976891879223606,1.834881333344422e-05,1.2884951914717645e-05,-7.679169996093964,0.03876758397301114,3.3023968956133626e-07,-1.8653029441711798e-07,-6.164100099346728e-07,-4.273531712479835e-05,-7.3894718356856305e-06
dB/dt tg05,-2.2064109412283306e-07,5.042174798988566e-08,6.210489742394144e-08,1.0126725124267484e-06,6.432878195392603e-09,1.4904037373342582e-11,5.343719801603113e-11,9.525544053184394e-10,-5.9702870817122315e-09,-0.0001245297223231422,-1.8362540112367023e-07,-3.770280150618444e-07,5.898715256448324e-06,3.3309741557311226e-05,-0.10846860252223639,1.5136600970153169e-05,1.0600406566915791e-05,0.9588667408023279,0.020691254748292292,5.773950874984488e-07,1.1676031812503131e-07,1.3316861001951342e-07,-5.351259937304712e-06,-3.937791203369405e-06
dB/dt tg06,-4.327292057462945e-07,-7.356846838544806e-08,-6.112922935567616e-08,1.7512144160927184e-06,7.232795057185816e-09,6.904854821543255e-11,1.3319502163259757e-10,6.68641593449446e-10,-3.718466856472628e-09,-8.573669193440096e-05,-5.180519874260042e-07,-8.781119661945636e-07,6.145633881741248e-06,1.931890974459996e-05,-0.08097264761939416,1.297666720792275e-05,9.036688469690964e-06,2.0850947629743364,0.012864951439747084,5.545073912827926e-07,1.4865480451432082e-07,2.2705082264411194e-07,1.8817224707277581e-06,-2.457226491749483e-06
dB/dt tg07,-5.703897237576114e-08,7.693233204635438e-08,7.862799157566457e-08,-4.939605374284978e-08,2.9497354330732476e-09,-1.3777932686177494e-11,-1.4805840599657626e-11,4.173844766618071e-10,-2.8710975027043075e-09,-5.966186326011244e-05,1.671460439459819e-08,6.055117882915885e-08,1.7883616104278602e-06,1.5334150014942386e-05,-0.061782520552760616,1.1433349667730514e-05,7.907057303761827e-06,-0.23574097977689284,0.009797151617466568,4.276856078621609e-07,5.899122297085807e-08,2.3244451706914703e-08,-4.696119029665851e-06,-1.8937573454705693e-06
dB/dt tg08,1.1992932742986534e-07,1.3402143557466754e-07,1.3052449253099502e-07,-8.771096472366223e-07,5.972515117345122e-10,-4.915542705635765e-11,-8.02372568108076e-11,2.376562784596691e-10,-2.036979318243908e-09,-3.873324536146462e-05,2.5091635349516215e-07,4.782013012587907e-07,-4.963846707443465e-07,1.1056386588912314e-05,-0.04434826318247756,9.852914598020648e-06,6.744516011125771e-06,-1.2762462924088838,0.0068540048536361985,3.2228921863850993e-07,1.3261302203277112e-08,-7.138745380220891e-08,-7.032720795458107e-06,-1.3411297982775465e-06
dB/dt tg09,-1.8641017826825842e-09,5.334640296299251e-08,5.2446761495506816e-08,-2.4308349059659197e-07,1.1554119113902512e-09,-1.4028299307188162e-11,-2.2610265288220187e-11,1.5705455777983197e-10,-1.1834747135926885e-09,-2.499503630566029e-05,3.719100968574333e-08,1.1839485490651702e-07,3.0197339674697774e-07,5.966801191583585e-06,-0.03048661484022252,8.359241434949238e-06,5.642374857747694e-06,-0.3885093464427187,0.003949451482914555,2.655650699070209e-07,3.392021996927516e-08,-2.6077411736007552e-09,-2.8447573866337654e-06,-7.795175337119909e-07
dB/dt tg10,-1.2367120768974942e-07,-1.916526448446088e-08,-1.7144609614328433e-08,4.029779791254505e-07,1.9474446219918033e-09,1.9117188943067097e-11,3.3544506348594155e-11,1.2686240844340167e-10,-6.714874878643976e-10,-1.7970674614887708e-05,-1.6659480294001992e-07,-2.3327199265755967e-07,1.334020100803118e-06,2.8290959246763297e-06,-0.0223472358187967,7.327032889579645e-06,4.8796543277362e-06,0.4939962058745482,0.002232535512675286,2.3154417928100142e-07,5.666294741822097e-08,6.67117795094487e-08,8.488791708078213e-07,-4.4331419782147383e-07
