time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.873315133e-06,5.165333333e-04,2.783733333e-07,5.681866667e-05,1.071241076e+03,6.023000000e+01
6.070000e-06,4.396793814e-06,1.989866667e-04,1.844266667e-07,2.188853333e-05,1.068905804e+03,8.418000000e+01
7.080000e-06,2.471245871e-06,7.616266667e-05,1.041733333e-07,8.377893333e-06,1.214353847e+03,1.236200000e+02
8.520000e-06,1.148569907e-06,1.904933333e-05,4.636666667e-08,2.095426667e-06,1.486530097e+03,2.287100000e+02
1.053000e-05,8.393020610e-07,1.146773333e-06,3.801200000e-08,1.261450667e-07,1.287316024e+03,1.045550000e+03
1.255000e-05,5.603294410e-07,-7.214133333e-07,2.707466667e-08,7.935546667e-08,1.257890438e+03,-1.063440000e+03
1.456000e-05,2.843714764e-07,-4.619333333e-07,2.220400000e-08,5.081266667e-08,1.543423138e+03,-1.117500000e+03
1.744000e-05,1.075675975e-07,-5.723466667e-08,1.637653333e-08,6.295813333e-09,2.184302955e+03,-3.326860000e+03
2.146000e-05,6.257290066e-08,2.341733333e-07,1.894533333e-08,2.575906667e-08,2.218388468e+03,9.199300000e+02
2.549000e-05,6.265348799e-08,3.255200000e-07,1.481480000e-08,3.580720000e-08,1.663788400e+03,5.547800000e+02
2.950000e-05,3.710088815e-08,3.087066667e-07,1.406946667e-08,3.395773333e-08,1.849489015e+03,4.503900000e+02
3.528000e-05,-3.495613581e-09,2.372933333e-07,1.406773333e-08,2.610226667e-08,-6.629000944e+03,3.983600000e+02
4.330000e-05,-8.976148148e-09,2.125066667e-07,1.242800000e-08,2.337573333e-08,-2.512685605e+03,3.047100000e+02
5.140000e-05,-1.781942337e-09,1.762800000e-07,1.218360000e-08,1.939080000e-08,-5.548092472e+03,2.594500000e+02
5.941000e-05,-1.104770638e-09,1.566586667e-07,1.199293333e-08,1.723245333e-08,-5.994192015e+03,2.204500000e+02
7.095000e-05,-4.366501258e-09,1.047800000e-07,8.888533333e-09,1.152580000e-08,-1.783753866e+03,2.143800000e+02
8.707000e-05,-7.119219406e-09,7.836400000e-08,8.989066667e-09,8.989066667e-09,-9.153956151e+02,1.849700000e+02
