X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.477,100.000,0.0,1.0e-06,0.574
0.000,0.000,0.000,5.530,2702.656,0.1,6.4e-04,0.904
0.000,0.000,0.000,4.487,2486.001,0.1,5.9e-04,0.871
0.000,0.000,0.000,8.041,1999.220,0.6,1.0e-06,0.315
0.000,0.000,0.000,0.000,546.897,0.0,1.0e-06,0.102
