X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.439,100.000,0.0,1.0e-06,0.305
0.000,0.000,0.000,5.440,2640.328,0.1,6.3e-04,0.890
0.000,0.000,0.000,4.488,2420.627,0.1,5.8e-04,0.855
0.000,0.000,0.000,7.476,1697.473,0.5,1.0e-06,0.286
0.000,0.000,0.000,0.000,535.162,0.0,1.0e-06,0.102
