time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.803128277e-06,5.165333333e-04,2.783733333e-07,1.033066667e-04,1.360343537e+03,6.023000000e+01
6.070000e-06,3.287015721e-06,1.989866667e-04,1.844266667e-07,3.979733333e-05,1.297664173e+03,8.418000000e+01
7.080000e-06,1.472389863e-06,7.616266667e-05,1.041733333e-07,1.523253333e-05,1.715039044e+03,1.236200000e+02
8.520000e-06,2.903575122e-07,1.904933333e-05,4.636666667e-08,3.809866667e-06,3.718118992e+03,2.287100000e+02
1.053000e-05,4.472813441e-07,1.146773333e-06,3.801200000e-08,2.293546667e-07,1.958439585e+03,1.045550000e+03
1.255000e-05,3.278503177e-07,-7.214133333e-07,2.707466667e-08,1.442826667e-07,1.798131178e+03,-1.063440000e+03
1.456000e-05,6.609343466e-08,-4.619333333e-07,2.220400000e-08,9.238666667e-08,4.082913205e+03,-1.117500000e+03
1.744000e-05,-7.206216098e-08,-5.723466667e-08,1.637653333e-08,1.144693333e-08,-2.852959883e+03,-3.326860000e+03
2.146000e-05,-4.076157383e-08,2.341733333e-07,1.894533333e-08,4.683466667e-08,-2.952077999e+03,9.199300000e+02
2.549000e-05,1.267347267e-08,3.255200000e-07,1.481480000e-08,6.510400000e-08,4.828339943e+03,5.547800000e+02
2.950000e-05,8.605713041e-10,3.087066667e-07,1.406946667e-08,6.174133333e-08,2.273962962e+04,4.503900000e+02
3.528000e-05,-4.158240105e-08,2.372933333e-07,1.406773333e-08,4.745866667e-08,-1.272108001e+03,3.983600000e+02
4.330000e-05,-3.410488194e-08,2.125066667e-07,1.242800000e-08,4.250133333e-08,-1.031938446e+03,3.047100000e+02
5.140000e-05,-1.420402403e-08,1.762800000e-07,1.218360000e-08,3.525600000e-08,-1.390374699e+03,2.594500000e+02
5.941000e-05,-8.692870846e-09,1.566586667e-07,1.199293333e-08,3.133173333e-08,-1.515199837e+03,2.204500000e+02
7.095000e-05,-1.051073053e-08,1.047800000e-07,8.888533333e-09,2.095600000e-08,-9.931207420e+02,2.143800000e+02
8.707000e-05,-1.290507823e-08,7.836400000e-08,8.989066667e-09,1.567280000e-08,-6.157295335e+02,1.849700000e+02
