X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.454,100.000,0.0,1.0e-06,0.273
0.000,0.000,0.000,5.125,2605.966,0.1,6.2e-04,0.887
0.000,0.000,0.000,4.243,2393.445,0.1,5.8e-04,0.852
0.000,0.000,0.000,8.051,1660.955,0.5,1.0e-06,0.285
0.000,0.000,0.000,0.000,493.969,0.0,1.0e-06,0.101
