time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.923746421e-06,5.165333333e-04,2.783733333e-07,7.231466667e-05,1.338035397e+03,6.023000000e+01
6.070000e-06,2.515769600e-06,1.989866667e-04,1.844266667e-07,2.785813333e-05,1.550896890e+03,8.418000000e+01
7.080000e-06,1.405772904e-06,7.616266667e-05,1.041733333e-07,1.066277333e-05,1.768801557e+03,1.236200000e+02
8.520000e-06,7.058337163e-07,1.904933333e-05,4.636666667e-08,2.666906667e-06,2.056571102e+03,2.287100000e+02
1.053000e-05,2.949569044e-07,1.146773333e-06,3.801200000e-08,1.605482667e-07,2.584986765e+03,1.045550000e+03
1.255000e-05,1.241352174e-07,-7.214133333e-07,2.707466667e-08,1.009978667e-07,3.435646228e+03,-1.063440000e+03
1.456000e-05,4.776481577e-08,-4.619333333e-07,2.220400000e-08,6.467066667e-08,5.069949389e+03,-1.117500000e+03
1.744000e-05,4.365190604e-10,-5.723466667e-08,1.637653333e-08,8.012853333e-09,8.585489171e+04,-3.326860000e+03
2.146000e-05,-2.285053812e-08,2.341733333e-07,1.894533333e-08,3.278426667e-08,-4.342076822e+03,9.199300000e+02
2.549000e-05,-2.981289238e-08,3.255200000e-07,1.481480000e-08,4.557280000e-08,-2.729766624e+03,5.547800000e+02
2.950000e-05,-2.943892559e-08,3.087066667e-07,1.406946667e-08,4.321893333e-08,-2.157876853e+03,4.503900000e+02
3.528000e-05,-2.532559557e-08,2.372933333e-07,1.406773333e-08,3.322106667e-08,-1.770478190e+03,3.983600000e+02
4.330000e-05,-2.088585343e-08,2.125066667e-07,1.242800000e-08,2.975093333e-08,-1.430968287e+03,3.047100000e+02
5.140000e-05,-1.743775284e-08,1.762800000e-07,1.218360000e-08,2.467920000e-08,-1.212678776e+03,2.594500000e+02
5.941000e-05,-1.449491024e-08,1.566586667e-07,1.199293333e-08,2.193221333e-08,-1.077544082e+03,2.204500000e+02
7.095000e-05,-1.114344690e-08,1.047800000e-07,8.888533333e-09,1.466920000e-08,-9.551632883e+02,2.143800000e+02
8.707000e-05,-8.320979300e-09,7.836400000e-08,8.989066667e-09,1.097096000e-08,-8.249876585e+02,1.849700000e+02
