X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.352,100.000,0.0,1.0e-06,0.627
0.000,0.000,0.000,6.659,2853.629,0.1,6.5e-04,0.907
0.000,0.000,0.000,5.287,2613.164,0.1,6.0e-04,0.872
0.000,0.000,0.000,8.699,1913.773,0.6,1.0e-06,0.332
0.000,0.000,0.000,0.000,455.576,0.0,1.0e-06,0.100
