,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,5.171267845259694e-06,1.2493012581150389e-06,1.3317004639386402e-06,-8.696604291299994e-07,-4.366275546260857e-08,-6.818057142006259e-10,-7.13005841348824e-10,7.503987005818793e-09,-5.255865139379595e-08,-0.0006713223026740403,4.2610423483757585e-06,4.48550584144304e-06,4.9102523044997e-05,0.0002896562909339699,-0.2969586234412956,3.337437634248971e-05,2.3302750461462614e-05,3.377161825401139,0.1470177901467975,-1.2035493048564925e-06,-3.9814325077746436e-07,-7.952259424850437e-07,0.0009243822862618623,-2.979813734513416e-05
dB/dt tg02,2.263311333863396e-06,1.4960346926335228e-06,1.5406706745583337e-06,-4.83049428904728e-06,-5.099029199356314e-09,-2.555903215585361e-10,-3.09147405615919e-10,3.487393059956325e-09,-3.3919839679089826e-08,-0.00044490448347807564,1.4776939743484467e-06,1.8845536527505234e-06,-1.176801420044128e-05,0.00018043312458028673,-0.2590627034218931,2.7800681400725644e-05,1.9636367269366046e-05,-38.315995622222545,0.0950352240224969,-5.299798828815244e-08,-3.450160686205558e-08,-2.815123896590705e-07,0.0005100957567551498,-1.92991744858111e-05
dB/dt tg03,1.1048210718568946e-06,5.809268319009429e-07,6.054403655378855e-07,-7.541950881180501e-07,-1.947180269012852e-09,-1.934175552237239e-10,-2.116843937814272e-10,3.260031574424122e-09,-2.4359376674126875e-08,-0.00030962030499284915,1.1101938994585641e-06,1.2822383184908106e-06,2.0637229239181307e-05,0.00012686487611752602,-0.2063823998472775,2.3913499361769914e-05,1.7020612264782405e-05,-2.3487618306892144,0.06798179054589733,3.126042632449183e-07,-1.1234744522220347e-08,-1.7389508957175075e-07,0.0003985124983626143,-1.3862277138940346e-05
dB/dt tg04,4.902682754539707e-07,-5.270335397435469e-08,-4.0859750142255156e-08,2.006379853140826e-06,-2.748664889660395e-09,-1.5961467049362688e-10,-1.5273773636593063e-10,2.9014001253598905e-09,-1.642966512876906e-08,-0.0002014235327797832,9.249922976802043e-07,9.245770928991139e-07,4.039503769867181e-05,8.377777999638457e-05,-0.1512871673085405,2.005324183521601e-05,1.431937671151708e-05,21.790276026351094,0.04557581015911462,4.624930584384155e-07,-1.3949099781790387e-08,-1.1744924470004082e-07,0.0003015677303150419,-9.345549655128315e-06
dB/dt tg05,1.5252824384394986e-07,3.2498290644510967e-07,3.3153360757550744e-07,-8.909881453621952e-07,4.465501638879983e-09,-3.788006875518654e-11,-4.9050195920540686e-11,1.0354519811569778e-09,-9.591392404599404e-09,-0.00012700219986556198,1.38209842166482e-07,2.589535942822942e-07,1.6923979752936547e-06,4.66612676391929e-05,-0.11252902524171685,1.6488344237387614e-05,1.1715502517790631e-05,-6.767479591331529,0.026592942137388127,5.460287779597737e-07,7.450335087391592e-08,3.291567759914661e-09,0.00013866361099287055,-5.478421026673341e-06
dB/dt tg06,3.660716703973541e-08,3.060095265006672e-07,3.096986764463597e-07,-1.1262410210567874e-06,4.944167771971611e-09,-7.516775544835954e-12,-1.8775046885306515e-11,4.945408797393265e-10,-6.257205481475664e-09,-8.627147911268025e-05,-4.566946356092935e-08,7.151170960617298e-08,-4.715593214529104e-06,2.9336224520612847e-05,-0.08464759322717601,1.4112828735338707e-05,9.971992419531345e-06,-9.597619094015197,0.01728911441219633,5.083399465866679e-07,8.397124886148364e-08,3.119017915646785e-08,7.965619458348177e-05,-3.581162286746857e-06
dB/dt tg07,8.589350487625699e-12,1.05152028141674e-07,1.0694937181771795e-07,-1.3490573628286011e-07,2.6612384390145647e-09,-1.7109577164283486e-11,-2.019296286432619e-11,5.627754755457018e-10,-4.570986463457227e-09,-6.147187298685466e-05,3.307833524358396e-08,9.006611657179313e-08,3.7924818101964117e-06,2.1108139151984032e-05,-0.0638018335404391,1.2429613149433557e-05,8.737228085201962e-06,-0.589056647680413,0.012534538164384134,4.3554132171737446e-07,6.030788055765556e-08,1.9968688447907874e-08,6.829813785646943e-05,-2.6121307555324206e-06
dB/dt tg08,-1.6956275679485557e-08,-1.563380997295563e-09,-8.693897591446757e-10,3.4595174270669326e-07,1.22945975129829e-09,-1.8468760379189926e-11,-1.7395688159434725e-11,5.090488200125368e-10,-3.090162571127886e-09,-4.0827367149123374e-05,5.6022113501511985e-08,7.990411382500399e-08,7.174920998712569e-06,1.3972704781539083e-05,-0.04530810775936675,1.0700797546663678e-05,7.456506684565778e-06,3.6811749124628528,0.008396541540070178,3.5364741410010244e-07,4.4806696931280685e-08,1.4605338594868664e-08,5.254535359622623e-05,-1.7630665650092948e-06
dB/dt tg09,-2.3898011106019015e-08,2.4849929872478083e-08,2.5034245868302325e-08,6.53343561838121e-08,1.2637234828682054e-09,-6.6159301787573275e-12,-7.1052641723874445e-12,2.6142640312706406e-10,-1.8673933965827626e-09,-2.598417424298734e-05,-1.1616207043512886e-08,1.8537595544307697e-08,2.8042376621563595e-06,8.05522969537278e-06,-0.03136561469831797,9.059474740025267e-06,6.228035822346594e-06,0.858707214976321,0.005032905027500106,2.783741822905502e-07,4.355809019282423e-08,2.0349068275111647e-08,2.904893801547825e-05,-1.0663796363651497e-06
dB/dt tg10,-2.516067311876589e-08,6.32271420431869e-08,6.315497471288597e-08,-2.420652560967213e-07,1.5171938837022016e-09,2.5078800349650445e-12,8.955294186927264e-14,7.797519968748006e-11,-1.183546005399351e-09,-1.8072097885722334e-05,-6.506203463245353e-08,-2.4827585627968928e-08,-1.2376028330255192e-06,4.7931903391405295e-06,-0.02334908109454812,7.92449003985794e-06,5.375759493022706e-06,-2.126751866956561,0.003170112692078915,2.2602109537534188e-07,4.393470255017355e-08,2.468667641349368e-08,1.3679212045937642e-05,-6.776623711159383e-07
