X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.762,100.000,0.0,1.0e-06,0.174
0.000,0.000,0.000,4.643,2371.814,0.1,5.9e-04,0.865
0.000,0.000,0.000,4.062,2183.328,0.2,5.6e-04,0.831
0.000,0.000,0.000,7.498,1197.908,0.6,1.0e-06,0.237
0.000,0.000,0.000,0.000,443.632,0.0,1.0e-06,0.099
