X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.314,100.000,0.0,1.0e-06,0.516
0.000,0.000,0.000,5.059,2745.598,0.1,6.4e-04,0.903
0.000,0.000,0.000,4.080,2521.295,0.1,5.9e-04,0.868
0.000,0.000,0.000,7.579,1355.905,0.5,1.0e-06,0.221
0.000,0.000,0.000,0.000,519.532,0.0,1.0e-06,0.101
