X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.590,100.000,0.0,1.0e-06,0.224
0.000,0.000,0.000,4.762,2473.535,0.1,6.1e-04,0.877
0.000,0.000,0.000,4.073,2260.577,0.2,5.7e-04,0.843
0.000,0.000,0.000,7.851,1614.742,0.6,1.0e-06,0.286
0.000,0.000,0.000,0.000,484.548,0.0,1.0e-06,0.099
