X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.955,100.000,0.0,1.0e-06,0.182
0.000,0.000,0.000,4.545,2122.991,0.1,6.0e-04,0.865
0.000,0.000,0.000,3.940,1854.247,0.2,5.7e-04,0.822
0.000,0.000,0.000,7.526,1326.237,0.5,1.0e-06,0.197
0.000,0.000,0.000,0.000,479.633,0.0,1.0e-06,0.091
