X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.659,100.000,0.0,1.0e-06,0.211
0.000,0.000,0.000,4.861,2448.637,0.1,6.1e-04,0.879
0.000,0.000,0.000,4.167,2247.430,0.2,5.7e-04,0.844
0.000,0.000,0.000,7.882,1221.984,0.6,1.0e-06,0.272
0.000,0.000,0.000,0.000,428.063,0.0,1.0e-06,0.101
