X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.495,100.000,0.0,1.0e-06,0.214
0.000,0.000,0.000,4.666,2500.735,0.1,6.0e-04,0.877
0.000,0.000,0.000,3.985,2311.673,0.2,5.7e-04,0.843
0.000,0.000,0.000,8.365,1672.089,0.5,1.0e-06,0.283
0.000,0.000,0.000,0.000,495.022,0.0,1.0e-06,0.101
