time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,5.667353719e-06,5.881200000e-04,1.427920000e-06,4.704960000e-05,1.218272689e+03,5.524000000e+01
6.070000e-06,2.442161290e-06,2.355600000e-04,1.823466667e-07,1.884480000e-05,1.581905756e+03,7.522000000e+01
7.080000e-06,1.272408326e-06,9.434533333e-05,1.229106667e-07,7.547626667e-06,1.890332593e+03,1.071700000e+02
8.520000e-06,6.146225735e-07,2.574000000e-05,1.323400000e-07,2.059200000e-06,2.255310410e+03,1.870700000e+02
1.053000e-05,9.302685868e-08,2.943200000e-06,4.602000000e-08,2.354560000e-07,5.579027013e+03,5.577400000e+02
1.255000e-05,-6.409598878e-08,-1.856400000e-07,7.248800000e-08,1.485120000e-08,-5.338073420e+03,-2.627940000e+03
1.456000e-05,-7.975052417e-08,-3.671200000e-07,4.752800000e-08,2.936960000e-08,-3.602356291e+03,-1.302360000e+03
1.744000e-05,-8.474191844e-08,-6.565866667e-08,3.087066667e-08,5.252693333e-09,-2.560756742e+03,-3.035810000e+03
2.146000e-05,-9.281387446e-08,1.550640000e-07,2.629466667e-08,2.629466667e-08,-1.705636662e+03,1.211050000e+03
2.549000e-05,-9.228752705e-08,3.518666667e-07,2.582666667e-08,2.814933333e-08,-1.285186797e+03,5.266100000e+02
2.950000e-05,-7.830737114e-08,3.227466667e-07,3.617466667e-08,3.617466667e-08,-1.124016959e+03,4.371300000e+02
3.528000e-05,-5.571261404e-08,2.977866667e-07,2.230800000e-08,2.382293333e-08,-1.046713926e+03,3.424800000e+02
4.330000e-05,-4.222342106e-08,2.724800000e-07,2.364266667e-08,2.364266667e-08,-8.950127337e+02,2.581600000e+02
5.140000e-05,-3.555299676e-08,1.847733333e-07,2.300133333e-08,2.300133333e-08,-7.542036787e+02,2.512800000e+02
5.941000e-05,-2.929373270e-08,1.351480000e-07,2.404133333e-08,2.404133333e-08,-6.741071341e+02,2.432600000e+02
7.095000e-05,-2.135631893e-08,8.136266667e-08,1.865066667e-08,1.865066667e-08,-6.190699477e+02,2.537500000e+02
8.707000e-05,-1.465540741e-08,6.631733333e-08,1.858133333e-08,1.858133333e-08,-5.656726075e+02,2.067400000e+02
