,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,2.5920172179134916e-06,-3.023954081122072e-07,-2.7036325665059394e-07,-2.9417836378759256e-08,-6.241781303329666e-10,-9.783210948720742e-10,-1.2578288259809138e-08,-0.0007334893213727601,3.855481145188498e-06,6.6448466100257665e-06,0.00013114401184204943,-0.11825799952953761,5.433036372144618e-05,3.786716520135682e-05,0.08143068351789307,-1.5810222270634983e-06,-2.932103493136681e-07,-1.16508524095494e-06,-1.3679533134027001e-05
dB/dt tg02,7.680629676916907e-07,-1.668790838646977e-07,-1.4829453191337086e-07,-4.887584697623352e-09,-3.1728322620615874e-10,-5.246108935091415e-10,-7.962030754577025e-09,-0.0004887162004895715,1.8544663373932907e-06,3.5046080151653512e-06,7.969924603019127e-05,-0.107032216311107,4.4870145825110006e-05,3.216904666621939e-05,0.05128564595111469,-2.459272149932929e-07,-3.610373351854466e-08,-5.546223519876408e-07,-8.668874794777889e-06
dB/dt tg03,1.2054333436568796e-07,-9.28474890455279e-08,-8.420853317956336e-08,3.2254084084149653e-09,-1.8136443401887067e-10,-3.03841933165828e-10,-5.395264217063556e-09,-0.000346792721350628,9.82672663971441e-07,1.98715976783619e-06,5.2087205630991826e-05,-0.09109029006217767,3.827848562893369e-05,2.7867053549985067e-05,0.034561964664317296,2.494339480322183e-07,5.895089545378256e-08,-2.6881484589973823e-07,-5.878353464472009e-06
dB/dt tg04,-1.4296158396011704e-07,-4.499846654889728e-08,-4.259405903261268e-08,5.750477029840494e-09,-9.683457750598292e-11,-1.6111237084609948e-10,-3.396575246787449e-09,-0.00023123982894226322,4.56192937893431e-07,1.0147361173519558e-06,3.138333929102224e-05,-0.07103277078475974,3.180207245424615e-05,2.3393995882851937e-05,0.021585634905320582,4.5160742752911537e-07,9.974673567414274e-08,-9.603910342740565e-08,-3.7023173794241367e-06
dB/dt tg05,-2.3159535147651893e-07,-2.4586817618969295e-08,-2.272545210567175e-08,5.812838661940889e-09,-4.423392347771052e-11,-8.128122036760671e-11,-1.9907118138877795e-09,-0.00014586998338684453,1.4195603500540515e-07,4.774717198052506e-07,1.7361868216423647e-05,-0.051927326031819925,2.5916449665380527e-05,1.916254643369305e-05,0.012509933800979775,4.88231985279926e-07,1.1135244418288737e-07,-1.1098274816029764e-08,-2.1702313326900457e-06
dB/dt tg06,-2.1956611617233832e-07,-1.419891628587216e-08,-1.3146947979183325e-08,4.9457134452578725e-09,-2.266010535898751e-11,-4.5463253378856825e-11,-1.2789223096163924e-09,-9.984878971149933e-05,2.2484261429492892e-08,2.4182641249175297e-07,1.0580529203792689e-05,-0.0393394591125816,2.200138221985778e-05,1.6266418187381208e-05,0.007947162364869075,4.457860170586209e-07,1.0518767510919774e-07,2.057874425879858e-08,-1.3937907437423643e-06
dB/dt tg07,-1.8499271803414586e-07,-7.37786666538895e-09,-7.3874546907932536e-09,4.033244268038943e-09,-1.3210482327552206e-11,-2.6750386921655364e-11,-8.825914132335349e-10,-7.265220526087391e-05,-2.3399793687457427e-08,1.2200417138858086e-07,6.969494543504731e-06,-0.030782483327319126,1.922942620921716e-05,1.4180371017020708e-05,0.005425282213189404,3.896788131848996e-07,9.493862660464292e-08,3.359021282174592e-08,-9.611813870932468e-07
dB/dt tg08,-1.4363283131080592e-07,-2.9968717989715506e-09,-3.5565882685051324e-09,3.0526614401766327e-09,-6.424930669860927e-12,-1.361922609330956e-11,-5.613138796934159e-10,-4.9410463890430724e-05,-5.103858077082912e-08,4.1126275416891126e-08,4.1591494937155815e-06,-0.022682467472645705,1.6401249359141264e-05,1.2028248537650308e-05,0.0033981342377640764,3.2005334690246175e-07,8.184079835440918e-08,3.8562113378263855e-08,-6.104764101605462e-07
dB/dt tg09,-1.038983806712055e-07,-1.4239631994152173e-09,-1.885533477568279e-09,2.1549292356550837e-09,-2.1470150789764792e-12,-6.425636776897839e-12,-3.33175414800757e-10,-3.17974725173854e-05,-6.28981245345711e-08,6.828533465364167e-10,2.267258307964612e-06,-0.015842955626661784,1.3738832536230329e-05,9.984072109569939e-06,0.0019758136239020644,2.474167734834361e-07,6.777046636244936e-08,3.618809004636847e-08,-3.6153510540335516e-07
dB/dt tg10,-7.750990834259352e-08,-1.10929687655951e-09,-1.3721266871175732e-09,1.5830801958818703e-09,-3.226126915967003e-13,-3.577941300826197e-12,-2.159751583240897e-10,-2.209486576644207e-05,-6.370065257086978e-08,-1.2600839937803362e-08,1.3533483317166713e-06,-0.011695844068113963,1.1909493108644946e-05,8.572294618423542e-06,0.0012553969942634294,1.9606859380146801e-07,5.730267823490516e-08,3.184545132125101e-08,-2.3375258163821064e-07
