time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.848204947e-05,5.176933333e-04,3.815733333e-07,2.588466667e-05,5.727663152e+02,6.219000000e+01
6.070000e-06,7.819669473e-06,1.988044444e-04,2.347022222e-07,9.940222222e-06,7.528655136e+02,8.710000000e+01
7.080000e-06,3.601579738e-06,7.624177778e-05,1.540871111e-07,3.812088889e-06,9.767273923e+02,1.277100000e+02
8.520000e-06,1.450827337e-06,1.853200000e-05,6.973644444e-08,9.266000000e-07,1.315268267e+03,2.408600000e+02
1.053000e-05,3.809172583e-07,9.067377778e-07,4.054444444e-08,4.533688889e-08,2.253667118e+03,1.264260000e+03
1.255000e-05,4.648396680e-08,-8.582666667e-07,4.958266667e-08,4.291333333e-08,6.837266198e+03,-9.792000000e+02
1.456000e-05,-4.928982483e-08,-4.038044444e-07,4.378800000e-08,2.019022222e-08,-5.133146729e+03,-1.263580000e+03
1.744000e-05,-8.760287032e-08,2.693244444e-08,2.984800000e-08,2.984800000e-08,-2.589610585e+03,5.685730000e+03
2.146000e-05,-8.554722548e-08,3.024888889e-07,3.174311111e-08,3.174311111e-08,-1.861961391e+03,8.019500000e+02
2.549000e-05,-6.967496720e-08,3.884977778e-07,3.123288889e-08,3.123288889e-08,-1.602593015e+03,5.097000000e+02
2.950000e-05,-5.564928547e-08,3.817555556e-07,3.236266667e-08,3.236266667e-08,-1.459310582e+03,4.040700000e+02
3.528000e-05,-4.105829516e-08,3.250844444e-07,2.543822222e-08,2.543822222e-08,-1.326404289e+03,3.339800000e+02
4.330000e-05,-2.807466831e-08,2.481866667e-07,2.465466667e-08,2.465466667e-08,-1.214696845e+03,2.841100000e+02
5.140000e-05,-2.008785987e-08,2.013555556e-07,2.629466667e-08,2.629466667e-08,-1.140940969e+03,2.453600000e+02
5.941000e-05,-1.510101901e-08,1.346622222e-07,2.833555556e-08,2.833555556e-08,-1.084061855e+03,2.521100000e+02
7.095000e-05,-1.044872942e-08,1.198657778e-07,2.193955556e-08,2.193955556e-08,-1.030847681e+03,2.026500000e+02
8.707000e-05,-7.037861088e-09,9.196755556e-08,2.146577778e-08,2.146577778e-08,-9.537095224e+02,1.718900000e+02
