,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,5.673037533386169e-07,-1.6800213592943801e-07,-1.5579584219405264e-07,4.466166242295304e-10,-3.719152600793279e-10,-5.298170944273309e-10,-6.904984199538338e-09,-0.00061286212964247,2.4733064193220193e-06,3.868778474277864e-06,8.651413359082034e-05,-0.9811056491824753,1.849625786598742e-05,1.2507998244334278e-05,0.05777145530649201,-6.74659629119393e-08,-1.3124160157901405e-07,-4.926460524085358e-07,-8.972354414988866e-06
dB/dt tg02,-1.222706422354024e-07,-9.379626978418352e-08,-7.848336728088246e-08,6.426257479063214e-09,-1.9158653608213472e-10,-2.999330701688302e-10,-4.311934432238583e-09,-0.0003886149686311696,1.2217143893072238e-06,2.159826361886854e-06,5.1473393301582755e-05,-0.7551823092293953,1.547058967122462e-05,1.076574236337062e-05,0.03585891869293205,8.707813063274653e-07,-2.0580846328531458e-08,-2.5397477175704076e-07,-5.608715475267827e-06
dB/dt tg03,-3.660721233106909e-07,-5.095948574906818e-08,-4.702836546614325e-08,7.893169295696877e-09,-1.1035772876472704e-10,-1.6634981552849474e-10,-2.9137042192787355e-09,-0.0002645897273767712,6.632826269594186e-07,1.1783456187911433e-06,3.346191729711573e-05,-0.584819659286884,1.3343532768289969e-05,9.42794924301773e-06,0.024059516877275252,1.1829183715522312e-06,2.1979018359951846e-08,-1.18331147561065e-07,-3.7922947490685703e-06
dB/dt tg04,-3.939652404025939e-07,-2.3425906061421943e-08,-2.6959278811703887e-08,7.01814304284525e-09,-5.942344877297458e-11,-7.966566945743756e-11,-1.8347704146649637e-09,-0.00016804843379779693,3.2080261009301963e-07,5.454448868511422e-07,2.0133146288136852e-05,-0.4171390431939815,1.1236286478788092e-05,8.018018083275078e-06,0.014998384512739283,1.2191787813401806e-06,4.126416254609313e-08,-3.4815422030987125e-08,-2.3886417508195716e-06
dB/dt tg05,-2.775465897264519e-07,-1.3516240207430614e-08,-1.1427248626893491e-08,4.782392869226249e-09,-2.824500840047704e-11,-4.742481300699778e-11,-1.0604730359493315e-09,-9.957261966298369e-05,1.1935812919811653e-07,3.1015691459798027e-07,1.0809420818123638e-05,-0.27712704562144047,9.304661816521022e-06,6.6670728263333434e-06,0.008555572788481031,1.0600159988739278e-06,4.700278759928078e-08,-1.0300617611070245e-08,-1.3803202907556767e-06
dB/dt tg06,-2.044542751715385e-07,-7.989463303603516e-09,-5.6450132043219065e-09,3.4367395426651543e-09,-1.514875805616553e-11,-2.9028910951731598e-11,-6.762605850246322e-10,-6.461902362968782e-05,3.9047454278740264e-08,1.790645229768521e-07,6.452925728555758e-06,-0.19443216582365125,8.009417252351913e-06,5.732167761601866e-06,0.005382674809925795,8.779306902594545e-07,4.503755389419688e-08,2.503596017698933e-09,-8.796022904137743e-07
dB/dt tg07,-1.6556984344155918e-07,-3.8862372668056204e-09,-3.799825115611058e-09,2.680943559581855e-09,-9.135345234572085e-12,-1.5333769838141067e-11,-4.682357011484621e-10,-4.500861718914095e-05,4.880209169986363e-09,8.299398782419807e-08,4.253683703250038e-06,-0.14268823639088865,7.08647397252721e-06,5.053084588945045e-06,0.0036777107507685444,7.234379964626977e-07,4.123343387895666e-08,1.2270066362313775e-08,-6.083846156013963e-07
dB/dt tg08,-1.2222081688706768e-07,-1.3463635066544037e-09,-2.326989674807408e-09,1.9216151334696362e-09,-4.785278478102722e-12,-6.514179555527022e-12,-2.987552341592367e-10,-2.895551763811676e-05,-1.7098456401765874e-08,2.2689017732464916e-08,2.5339435125179122e-06,-0.09709390525769922,6.139073134415695e-06,4.347038018626906e-06,0.0023036029200695913,5.546690234878379e-07,3.606426966508661e-08,1.6628334987178455e-08,-3.8745579896799164e-07
dB/dt tg09,-7.705757836309966e-08,-6.54001196260643e-10,-1.01913813784713e-09,1.2106205642887174e-09,-2.071856434371214e-12,-3.60753316035497e-12,-1.7622025944647388e-10,-1.741159270406758e-05,-2.7730343967650615e-08,5.154501148905992e-09,1.3411324618240266e-06,-0.06175009503737082,5.240796577303991e-06,3.6704447562917768e-06,0.0013253728219005385,3.951162236064491e-07,3.025482207578254e-08,1.490292332136209e-08,-2.278307018656576e-07
dB/dt tg10,-4.881390423531718e-08,-6.354964753608244e-10,-3.3055348357952603e-10,7.83144092163501e-10,-8.962604671305812e-13,-3.113845801536842e-12,-1.1282357514922282e-10,-1.1409032118281723e-05,-3.015182549594621e-08,4.1630924818760934e-09,7.597041851494546e-07,-0.04210680166829636,4.619130655881599e-06,3.1991199744980984e-06,0.0008278677317777092,2.9200174427996e-07,2.5844073471272975e-08,1.2147238312575285e-08,-1.4534528445145554e-07
dB/dt tg11,-3.514947098161535e-08,-3.496669849988573e-10,-1.657148856238473e-10,5.637994354574336e-10,-3.5274873383153574e-13,-1.9236318400309524e-12,-7.795873212103945e-11,-7.974154361442362e-06,-2.984115592518809e-08,-2.362016669384596e-09,4.7264078632366645e-07,-0.030276454561319492,4.162546364688084e-06,2.852002558772268e-06,0.0005585975741497547,2.2355135956899956e-07,2.2471480532832525e-08,1.110177908067831e-08,-1.0005676533482035e-07
dB/dt tg12,-2.600535082770997e-08,9.976511176893526e-11,-2.0668128162402902e-10,4.0495312078615145e-10,-5.8321580162965845e-15,-2.361466331305914e-13,-5.0501513745972e-11,-5.1589315089341564e-06,-2.8019318495695622e-08,-1.2247169208170109e-08,2.748415674936471e-07,-0.020137749893537435,3.676747989079386e-06,2.482442217325057e-06,0.00035071319598921824,1.5952902591879526e-07,1.8836350722361255e-08,1.0540236943082028e-08,-6.447682146709549e-08
dB/dt tg13,-1.6295335077486838e-08,1.3834811834229833e-10,-1.1620066363340691e-10,2.545833785250542e-10,2.023503859252154e-13,9.635064536619604e-14,-3.0142017675461245e-11,-3.120231665075893e-06,-2.531096607280575e-08,-1.248504456596786e-08,1.3345765795980461e-07,-0.012540877294977158,3.2008383328986923e-06,2.121095159795456e-06,0.00020032903925469223,1.0671088513686333e-07,1.5330101505265226e-08,8.661920758223542e-09,-3.818117816091318e-08
dB/dt tg14,-9.88881100693245e-09,3.797535078011124e-11,-2.168475450044208e-11,1.6039179285417992e-10,2.845940713771464e-13,-9.874369862013548e-14,-1.9239925671113446e-11,-2.044204892009643e-06,-2.291486124678381e-08,-9.553411718846624e-09,6.240265944780647e-08,-0.00840490280893775,2.8553513270870372e-06,1.8599797969762156e-06,0.00012204184108858369,7.538433966497332e-08,1.2859208737250825e-08,6.913331228602015e-09,-2.416008620473632e-08
dB/dt tg15,-6.648927942742786e-09,2.0134245636761568e-11,8.427343550688157e-13,1.1085618872169118e-10,3.0874564561440596e-13,-7.879760187505125e-14,-1.3227837608546436e-11,-1.4298666560888813e-06,-2.0912993920465418e-08,-8.55064745371513e-09,2.982412189189803e-08,-0.005976837737185809,2.5940200427323804e-06,1.6636866569781146e-06,8.018134378482907e-05,5.590774288345064e-08,1.1051325392251505e-08,5.83724440513221e-09,-1.646746127691462e-08
dB/dt tg16,-4.387084518157572e-09,5.1434082467653184e-11,-1.2757344032745479e-11,7.369922783488373e-11,3.042245114028697e-13,8.71571172238113e-14,-8.307542196677381e-12,-9.04656086359102e-07,-1.8455638053209733e-08,-8.44058305959368e-09,1.0019584300782734e-08,-0.003842470910414415,2.290942385203192e-06,1.4380458142352498e-06,4.72807830249096e-05,3.782140288967277e-08,9.045838062400115e-09,4.8267219492211034e-09,-1.021549742561219e-08
dB/dt tg17,-2.9912924467625572e-09,8.097896771398577e-11,-3.11277886830083e-11,4.977281404134098e-11,2.804728083025586e-13,2.2519875297450352e-13,-5.097287445590033e-12,-5.526035658325876e-07,-1.6035333113434978e-08,-8.221841973272855e-09,1.3924002641034676e-09,-0.002376208262381798,1.9980089885332654e-06,1.222942231081061e-06,2.6925709160413553e-05,2.4625326873349813e-08,7.230618341949972e-09,3.922227351839008e-09,-6.175413076465264e-09
