,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,6.442539794134049e-07,-1.0786656877331103e-07,-9.684388412778309e-08,7.17607384642088e-10,-3.7308867787269476e-10,-5.393864913268928e-10,-5.158084372561923e-09,-0.0006334986551817008,2.413252321086294e-06,3.878502980615976e-06,7.407317926148854e-05,-1.612459545292755,2.054375624000507e-05,1.4436031593579377e-05,0.05052708049115468,4.410728389172169e-07,-1.2531173334213912e-07,-4.969746295109898e-07,-7.732842378520332e-06
dB/dt tg02,-8.095404428607062e-08,-6.706358841355196e-08,-5.810225685155882e-08,6.617223973861317e-09,-1.8577221889322304e-10,-2.9444286233144887e-10,-3.20048659949353e-09,-0.000392050763733827,1.144129212175681e-06,2.085699049402178e-06,4.371914947909734e-05,-1.2084117948810618,1.715581533465824e-05,1.2353539528328234e-05,0.031133046097401224,1.5958405266153486e-06,-8.732109364357643e-09,-2.41688936408697e-07,-4.802990590662063e-06
dB/dt tg03,-2.896144691672587e-07,-3.1613928949645455e-08,-2.861074808283187e-08,7.505073473987843e-09,-1.0759493610834185e-10,-1.6486631646448387e-10,-2.143426685633561e-09,-0.00026069868504483365,6.204504674697229e-07,1.1450101655241941e-06,2.803715307743883e-05,-0.9104199327780005,1.4778132044732409e-05,1.0774569204558845e-05,0.020694572290814704,1.8887790855108202e-06,3.093426167675535e-08,-1.1068066101910371e-07,-3.218220035895319e-06
dB/dt tg04,-2.983619521991007e-07,-9.036331328510542e-09,-9.840474953557083e-09,6.237338159964899e-09,-5.949127327394081e-11,-8.198130746719358e-11,-1.335808596268317e-09,-0.0001607799018825673,3.065267225639493e-07,5.477793426829262e-07,1.658146741151531e-05,-0.6248833688575642,1.2426478092001104e-05,9.126564725253984e-06,0.01276092390976885,1.792528527486011e-06,4.7064003661063404e-08,-3.204266880256372e-08,-2.0057707113614773e-06
dB/dt tg05,-2.199279349431491e-07,-9.011290488671067e-09,-8.044521642391992e-09,4.208020988494969e-09,-2.6218980277200896e-11,-4.4964471584669734e-11,-7.690545839863095e-10,-9.204665131229032e-05,9.697007605214885e-08,2.837519964523451e-07,8.845460441332168e-06,-0.3959091470580644,1.0274622775632137e-05,7.560918472050782e-06,0.007237792829998643,1.4575298103594178e-06,5.3443089572930435e-08,-3.397191553370165e-09,-1.1544850055029818e-06
dB/dt tg06,-1.6105808751463494e-07,-6.319404883569038e-09,-5.422146768640803e-09,2.9513430930803468e-09,-1.326630406367193e-11,-2.6379227551836117e-11,-4.881732191306471e-10,-5.7976257058404546e-05,2.0455959819884673e-08,1.5398633046635953e-07,5.232431364922286e-06,-0.2663521792474652,8.833954771752094e-06,6.484518817430499e-06,0.004525984776908059,1.146194306530209e-06,5.058544013062053e-08,8.885727060717926e-09,-7.322238005247729e-07
dB/dt tg07,-1.2342742530084754e-07,-1.9867503106941492e-09,-2.0512883389805577e-09,2.203452838823194e-09,-8.373437682545124e-12,-1.4495798607409893e-11,-3.353776354712858e-10,-3.935492081474436e-05,-4.641906711993679e-09,7.238922563715131e-08,3.3887594764873413e-06,-0.18837053661222164,7.808554604505338e-06,5.706133895251405e-06,0.0030653315336873995,9.037383326089904e-07,4.5303078800427875e-08,1.6181634719484987e-08,-5.023724457570657e-07
dB/dt tg08,-8.652077139099498e-08,3.44246782329923e-10,-1.7679044944735035e-10,1.5114819442997665e-09,-4.6456623673482594e-12,-6.6305958837799815e-12,-2.1213446247354782e-10,-2.4528606836411724e-05,-2.1203652519920494e-08,2.0148090620879132e-08,1.9730019331758137e-06,-0.12243994484100992,6.7569756978273e-06,4.899775701734437e-06,0.001900300563175639,6.577589282871251e-07,3.9029419748345075e-08,1.896765097199527e-08,-3.1704988995155995e-07
dB/dt tg09,-5.350599287817073e-08,5.5928002048902916e-11,-2.258238210690995e-10,9.260946635448897e-10,-1.8356934173023313e-12,-3.417697921016167e-12,-1.2458155768839355e-10,-1.4239884060730098e-05,-3.160435061479754e-08,1.3218841319873835e-09,1.0256184167235036e-06,-0.07389249074849918,5.760858638308278e-06,4.129799814696056e-06,0.0010855033137832963,4.423391231615453e-07,3.272139330916233e-08,1.705057346549135e-08,-1.855479420960115e-07
dB/dt tg10,-3.400771262313785e-08,-6.238036795715364e-10,-6.313836213080348e-10,5.912466929712336e-10,-4.788890038095722e-13,-2.5242030869931708e-12,-7.980395556235594e-11,-9.073880157655545e-06,-3.476727049301099e-08,-2.0313011676957617e-09,5.763406832467425e-07,-0.04826013809900855,5.072004803257405e-06,3.594919842258074e-06,0.0006764020266983339,3.121365422936255e-07,2.806269787846012e-08,1.4372146048628428e-08,-1.184023587418486e-07
dB/dt tg11,-2.385405622506769e-08,-3.758725786905788e-10,-4.210209908697891e-10,4.154695498758868e-10,-4.111235778284093e-14,-1.4908910694381807e-12,-5.494953897451573e-11,-6.191150144585921e-06,-3.343937945842307e-08,-7.107853476990742e-09,3.5066508342337635e-07,-0.03346142971300126,4.566342098545509e-06,3.201711918171951e-06,0.00045358149599615804,2.2974930329434373e-07,2.4323828487999618e-08,1.2911102100850376e-08,-8.118678491069054e-08
dB/dt tg12,-1.6446137000944413e-08,3.238853139826797e-10,9.815266086969488e-11,2.853531588796366e-10,5.5986749489774146e-14,-2.318928337770192e-13,-3.518754008179064e-11,-3.8880139715811856e-06,-2.964829760726995e-08,-1.3615593732237411e-08,1.9172842475530898e-07,-0.02131573934321134,4.028566573400882e-06,2.783717095543334e-06,0.0002804088770733306,1.563402578395711e-07,2.01984217632838e-08,1.163880035260958e-08,-5.1663191187216253e-08
dB/dt tg13,-9.889930671794604e-09,2.835913560876844e-10,9.392410211847084e-11,1.7395177651401698e-10,2.4314177765082107e-13,8.651065019378378e-14,-2.0883648797021774e-11,-2.2768438164465533e-06,-2.6558206804230524e-08,-1.3492813954379392e-08,8.629066758644634e-08,-0.01265078437964474,3.5019650475525213e-06,2.3756068024312965e-06,0.00015831681617975942,9.930224085623781e-08,1.6402808850710764e-08,9.510050452685155e-09,-3.038786021431578e-08
dB/dt tg14,-5.9564012177942425e-09,3.729760591440668e-11,-6.340366552970263e-11,1.0825564857367397e-10,3.781781263600112e-13,3.776170941059464e-15,-1.3369134848564647e-11,-1.4550962889045259e-06,-2.43636834324827e-08,-1.1199071301345132e-08,3.7029334780906376e-08,-0.008160442714861464,3.119840242194779e-06,2.0810390378497503e-06,9.616388630063626e-05,6.735281141592082e-08,1.3786418495711856e-08,7.720835124318469e-09,-1.9271690046735853e-08
dB/dt tg15,-3.915411899224292e-09,-1.1602724451976984e-11,-8.746109741311515e-11,7.366956202490715e-11,4.0114092459017767e-13,3.169435099982063e-14,-9.192597487765066e-12,-9.966107432281263e-07,-2.2244971036458018e-08,-1.0135475625362553e-08,1.4565202760808745e-08,-0.0056231049732088844,2.8309067956352553e-06,1.8597696312786023e-06,6.280478389760483e-05,4.829972429282972e-08,1.1842866876072508e-08,6.5389818446487724e-09,-1.3125921998839298e-08
dB/dt tg16,-2.4198792398652457e-09,4.9701252319579646e-11,-3.341195666165757e-11,4.754698633012495e-11,3.6089800267725236e-13,1.4146108051814524e-13,-5.733091477654237e-12,-6.137989424577978e-07,-1.9428481556292106e-08,-9.4946964258925e-09,8.953789075648862e-10,-0.0034778968947739965,2.4959701701783647e-06,1.6056027167637726e-06,3.638299964341681e-05,3.133049399036457e-08,9.661987286612274e-09,5.3450260129610335e-09,-8.070585719395951e-09
dB/dt tg17,-1.5021729886190893e-09,1.1410474962871326e-10,2.2107563666607993e-11,3.103387523448683e-11,3.0321484698802476e-13,2.2456574857836917e-13,-3.4704535738496172e-12,-3.643509043768767e-07,-1.6673057974813656e-08,-8.76767515276823e-09,-4.57855845727454e-09,-0.002066733863406747,2.1724642486162765e-06,1.363498387548788e-06,2.0091031192051784e-05,1.953030690684149e-08,7.689052307741043e-09,4.2732487095240644e-09,-4.7979816143217655e-09
