,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,4.90467663276974e-07,-1.4537057900278313e-07,-1.346447896166721e-07,1.7105958508230335e-09,-3.630424418573828e-10,-5.117784912898108e-10,-6.109280717591585e-09,-0.0006125089181271158,2.4137611817862573e-06,3.7548757338814274e-06,8.011107088305494e-05,-1.300183343738214,1.8129875870250824e-05,1.2196661751333003e-05,0.05428437323971424,2.0751464469641296e-07,-1.2590279910351055e-07,-4.725513835146748e-07,-8.282336305634306e-06
dB/dt tg02,-1.33005168687973e-07,-7.89740600235762e-08,-6.528751901140076e-08,6.698277827399245e-09,-1.8627889133845045e-10,-2.8884020900913064e-10,-3.8041511715619564e-09,-0.0003831879213451603,1.1867541047129664e-06,2.089320978497841e-06,4.7449350583609214e-05,-0.9852670381497843,1.516920818999172e-05,1.0492425300667152e-05,0.03359010268295828,1.2423919649469555e-06,-1.8000521682389485e-08,-2.422702573418478e-07,-5.162420508094655e-06
dB/dt tg03,-3.5223128133819486e-07,-4.3412896848352326e-08,-4.000437778552828e-08,7.748305075762877e-09,-1.0702943566388055e-10,-1.596923695278241e-10,-2.566024770556082e-09,-0.00025759343734756563,6.419532105713019e-07,1.135889185965709e-06,3.075988673597633e-05,-0.7512229105499687,1.3087562374246142e-05,9.185630500935637e-06,0.022489677625993437,1.5427408098453029e-06,2.3146997369052217e-08,-1.1187190294428727e-07,-3.484314628491736e-06
dB/dt tg04,-3.6873094735649074e-07,-2.073025476970432e-08,-2.4053265378545783e-08,6.666373484977794e-09,-5.7538235630247997e-11,-7.616193655638552e-11,-1.6131350849942689e-09,-0.0001610342154462499,3.093063173059241e-07,5.23173831941389e-07,1.845629054266605e-05,-0.5244977609121446,1.1025190788073954e-05,7.809932456177777e-06,0.013989846249732858,1.5124236730500623e-06,4.151401091798144e-08,-3.194698906733029e-08,-2.190940380786424e-06
dB/dt tg05,-2.4836089664015235e-07,-1.1073271060953407e-08,-9.241281776707835e-09,4.380164362343194e-09,-2.7225435332495643e-11,-4.530759172159175e-11,-9.295851547575941e-10,-9.358868422386486e-05,1.1358997720930438e-07,2.9694341323626047e-07,9.846531140418836e-06,-0.3393923712679589,9.13470035743785e-06,6.493240321436531e-06,0.00795243854292646,1.263764859003148e-06,4.680772002508384e-08,-8.826937966071204e-09,-1.2621653221089604e-06
dB/dt tg06,-1.780827270622447e-07,-6.263503942601186e-09,-4.178470938351499e-09,3.0704615319620556e-09,-1.4546732348243348e-11,-2.7706935944504804e-11,-5.915495139260606e-10,-5.972723226586223e-05,3.598503202306624e-08,1.709993894381972e-07,5.847728335153297e-06,-0.23262688772082857,7.86697399337432e-06,5.582871542910706e-06,0.004989897202921973,1.015930248532525e-06,4.468590265754797e-08,3.2084380530613573e-09,-8.025440643634537e-07
dB/dt tg07,-1.4356316083807015e-07,-3.1576222554331803e-09,-3.1149299767244306e-09,2.3674924942636257e-09,-8.763914087446607e-12,-1.4573214762450058e-11,-4.092272229522111e-10,-4.1019269306144884e-05,3.2842013582555573e-09,7.851328158664966e-08,3.84534211296982e-06,-0.16723713510254087,6.963568297298743e-06,4.9220029532887566e-06,0.0034043257612197796,8.166035861064012e-07,4.082690284183439e-08,1.242986367823058e-08,-5.54569099514804e-07
dB/dt tg08,-1.0516172695055375e-07,-1.1929908580508195e-09,-2.1112625487768207e-09,1.674081144041281e-09,-4.5823702427703204e-12,-6.137224546665728e-12,-2.608287536859803e-10,-2.593173837846855e-05,-1.7675340999589818e-08,2.0645128397109052e-08,2.2825130312768736e-06,-0.11091901797019958,6.036126944818445e-06,4.235183114549569e-06,0.0021283295381677807,6.079753679420967e-07,3.5655751276735876e-08,1.6464864746422068e-08,-3.527706074499597e-07
dB/dt tg09,-6.455596341127184e-08,-5.179884276970761e-10,-8.69013124421545e-10,1.029704069076339e-09,-1.9678791199479885e-12,-3.396383046564567e-12,-1.5354529099592738e-10,-1.528302941480097e-05,-2.7775535126461007e-08,4.151534763665738e-09,1.1983031597895727e-06,-0.06848731313564602,5.156643752436712e-06,3.5772819263842475e-06,0.0012207421420488548,4.1907797110066776e-07,2.989101146386349e-08,1.4674484590293247e-08,-2.0698046794156078e-07
dB/dt tg10,-3.9307556239459504e-08,-4.033560661352785e-10,-1.4064223458847963e-10,6.471868493044613e-10,-8.34993210085191e-13,-2.95581568197642e-12,-9.808853767158938e-11,-9.850214599132827e-06,-3.0009668033957196e-08,3.476717126705357e-09,6.710028590836258e-07,-0.04557085882396689,4.547861568389889e-06,3.1191054129010945e-06,0.0007599338183731557,3.0154833532752296e-07,2.552929799715337e-08,1.1946178911867232e-08,-1.317159422760169e-07
