X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.467,100.000,0.0,1.0e-06,0.216
0.000,0.000,0.000,5.342,2616.069,0.1,6.1e-04,0.875
0.000,0.000,0.000,8.016,2571.953,0.1,5.7e-04,0.847
0.000,0.000,0.000,0.000,1018.846,0.0,1.0e-06,0.108
