X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.453,100.000,0.0,1.0e-06,0.218
0.000,0.000,0.000,4.683,2549.879,0.1,6.1e-04,0.877
0.000,0.000,0.000,3.994,2361.333,0.1,5.7e-04,0.843
0.000,0.000,0.000,8.057,1547.433,0.5,1.0e-06,0.250
0.000,0.000,0.000,0.000,478.718,0.0,1.0e-06,0.100
