time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.489355406e-06,4.616888889e-04,2.849777778e-07,6.463644444e-05,1.132036954e+03,6.602000000e+01
6.070000e-06,3.533833493e-06,1.741155556e-04,1.703822222e-07,2.437617778e-05,1.257562861e+03,9.359000000e+01
7.080000e-06,2.290448090e-06,6.519111111e-05,9.946666667e-08,9.126755556e-06,1.299189528e+03,1.394700000e+02
8.520000e-06,1.415340840e-06,1.507733333e-05,6.113777778e-08,2.110826667e-06,1.315330506e+03,2.718200000e+02
1.053000e-05,6.616242944e-07,2.602666667e-07,5.758222222e-08,5.758222222e-08,1.534216545e+03,2.858120000e+03
1.255000e-05,3.496745696e-07,-9.125333333e-07,3.861333333e-08,1.277546667e-07,1.751832856e+03,-9.246700000e+02
1.456000e-05,2.303036680e-07,-6.901333333e-07,2.186666667e-08,9.661866667e-08,1.806641775e+03,-8.695900000e+02
1.744000e-05,1.301052884e-07,-1.420088889e-07,1.463288889e-08,1.988124444e-08,1.956894784e+03,-1.846120000e+03
2.146000e-05,4.675159013e-08,1.528355556e-07,1.499911111e-08,2.139697778e-08,2.740066623e+03,1.243640000e+03
2.549000e-05,5.088212835e-09,2.753777778e-07,1.767288889e-08,3.855288889e-08,9.022945577e+03,6.307300000e+02
2.950000e-05,-7.356200931e-09,2.408888889e-07,1.131733333e-08,3.372444444e-08,-5.531834276e+03,5.404500000e+02
3.528000e-05,-8.222721490e-09,2.195555556e-07,1.309688889e-08,3.073777778e-08,-3.811684054e+03,4.266500000e+02
4.330000e-05,-1.209512054e-08,1.898666667e-07,1.486400000e-08,2.658133333e-08,-2.094698951e+03,3.340300000e+02
5.140000e-05,-1.488057888e-08,1.645333333e-07,1.319822222e-08,2.303466667e-08,-1.370849655e+03,2.762000000e+02
5.941000e-05,-1.437175622e-08,1.148622222e-07,1.031644444e-08,1.608071111e-08,-1.102137454e+03,2.757200000e+02
7.095000e-05,-1.161492302e-08,7.982222222e-08,5.896888889e-09,1.117511111e-08,-9.449525899e+02,2.613800000e+02
8.707000e-05,-8.513693472e-09,5.873777778e-08,4.876444444e-09,8.223288889e-09,-8.263207574e+02,2.280000000e+02
