X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.324,100.000,0.0,1.0e-06,0.269
0.000,0.000,0.000,5.248,2668.734,0.1,6.1e-04,0.888
0.000,0.000,0.000,4.346,2457.820,0.1,5.7e-04,0.853
0.000,0.000,0.000,7.547,1703.724,0.6,1.0e-06,0.297
0.000,0.000,0.000,0.000,520.783,0.0,1.0e-06,0.102
