X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.395,100.000,0.0,1.0e-06,0.245
0.000,0.000,0.000,4.761,2575.387,0.1,6.1e-04,0.882
0.000,0.000,0.000,4.042,2400.569,0.1,5.7e-04,0.848
0.000,0.000,0.000,8.173,1614.139,0.5,1.0e-06,0.270
0.000,0.000,0.000,0.000,490.420,0.0,1.0e-06,0.100
