X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.387,100.000,0.0,1.0e-06,0.261
0.000,0.000,0.000,5.009,2587.634,0.1,6.1e-04,0.885
0.000,0.000,0.000,4.216,2388.890,0.1,5.7e-04,0.851
0.000,0.000,0.000,7.754,1613.011,0.6,1.0e-06,0.299
0.000,0.000,0.000,0.000,477.546,0.0,1.0e-06,0.100
