X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.590,100.000,0.0,1.0e-06,0.253
0.000,0.000,0.000,4.739,2469.578,0.1,6.1e-04,0.880
0.000,0.000,0.000,4.061,2291.116,0.2,5.7e-04,0.847
0.000,0.000,0.000,7.727,1466.155,0.5,1.0e-06,0.242
0.000,0.000,0.000,0.000,480.905,0.0,1.0e-06,0.100
