X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.769,100.000,0.0,1.0e-06,0.179
0.000,0.000,0.000,4.615,2370.336,0.1,5.9e-04,0.864
0.000,0.000,0.000,4.050,2193.413,0.2,5.6e-04,0.830
0.000,0.000,0.000,7.780,1467.693,0.5,1.0e-06,0.228
0.000,0.000,0.000,0.000,467.453,0.0,1.0e-06,0.099
