X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,2.254,100.000,0.0,1.0e-06,0.378
0.000,0.000,0.000,5.584,2436.777,0.1,6.3e-04,0.897
0.000,0.000,0.000,4.682,2253.877,0.1,5.9e-04,0.863
0.000,0.000,0.000,8.129,1488.933,0.5,1.0e-06,0.229
0.000,0.000,0.000,0.000,564.347,0.0,1.0e-06,0.103
