time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.099595183e-05,4.891466667e-04,5.628133333e-07,9.782933333e-05,7.831461830e+02,6.246000000e+01
6.070000e-06,5.555430874e-06,1.856400000e-04,3.107866667e-07,3.712800000e-05,9.145729167e+02,8.816000000e+01
7.080000e-06,3.015033087e-06,7.028666667e-05,1.672146667e-07,1.405733333e-05,1.063557976e+03,1.304000000e+02
8.520000e-06,1.451634131e-06,1.731773333e-05,6.888266667e-08,3.463546667e-06,1.271668407e+03,2.436900000e+02
1.053000e-05,6.176977703e-07,8.928400000e-07,3.305466667e-08,1.785680000e-07,1.579234704e+03,1.235350000e+03
1.255000e-05,2.646264303e-07,-6.619600000e-07,3.310666667e-08,1.323920000e-07,2.074195232e+03,-1.126120000e+03
1.456000e-05,9.223401873e-08,-3.477066667e-07,3.849733333e-08,6.954133333e-08,3.269502001e+03,-1.350590000e+03
1.744000e-05,-1.462226466e-08,-5.335200000e-09,1.955200000e-08,1.067040000e-09,-8.262105933e+03,-1.618188000e+04
2.146000e-05,-5.490628435e-08,1.858133333e-07,2.086933333e-08,3.716266667e-08,-2.420362530e+03,1.073260000e+03
2.549000e-05,-5.869641016e-08,2.858266667e-07,1.995066667e-08,5.716533333e-08,-1.737749747e+03,6.048300000e+02
2.950000e-05,-5.866526291e-08,2.823600000e-07,2.021066667e-08,5.647200000e-08,-1.362659284e+03,4.780000000e+02
3.528000e-05,-5.639120532e-08,2.057466667e-07,1.649786667e-08,4.114933333e-08,-1.038299810e+03,4.380800000e+02
4.330000e-05,-4.620816087e-08,1.570746667e-07,1.712706667e-08,3.141493333e-08,-8.427893467e+02,3.727700000e+02
5.140000e-05,-3.645197432e-08,1.671800000e-07,1.761066667e-08,3.343600000e-08,-7.417520435e+02,2.687000000e+02
5.941000e-05,-2.998577595e-08,1.290466667e-07,1.542840000e-08,2.580933333e-08,-6.636949887e+02,2.508700000e+02
7.095000e-05,-2.363065857e-08,7.630133333e-08,1.276600000e-08,1.526026667e-08,-5.786821732e+02,2.648500000e+02
8.707000e-05,-1.822479666e-08,2.535866667e-08,1.277466667e-08,1.277466667e-08,-4.891648983e+02,3.924400000e+02
